,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,11.13,51.57,6.38,28.24,0.34,0.14,10.30,2.92,1.69,85.37,3.50,20.31,61.56,1.15,1.28,0.17,32.00,27.22,136.93,1.82,3.66,2.65,4.39,0.96,156.30,3.43,59.94,72.69,2024-01-18 00:00:00
1,1~2,12.25,49.52,6.18,27.83,0.33,0.14,9.70,2.92,1.69,84.67,3.32,20.41,60.94,1.19,1.34,0.16,21.69,24.48,48.20,1.75,3.66,2.68,4.40,1.53,154.95,3.72,59.66,71.38,2024-01-18 01:00:00
2,2~3,10.68,49.45,6.19,26.95,0.33,0.15,10.18,2.61,1.66,83.19,3.28,20.19,59.72,1.01,1.22,0.17,19.19,17.59,22.01,1.81,3.72,2.66,4.39,0.89,154.04,3.63,59.62,70.50,2024-01-18 02:00:00
3,3~4,9.75,49.02,6.12,26.84,0.33,0.14,10.42,2.17,1.69,82.31,2.53,20.38,59.40,0.99,1.27,0.17,16.81,16.10,18.99,1.78,3.73,2.84,4.40,0.92,153.61,4.00,59.15,69.81,2024-01-18 03:00:00
4,4~5,5.88,48.51,6.25,26.71,0.34,0.03,11.52,2.23,1.69,82.39,2.52,19.83,60.04,1.03,1.11,0.16,15.57,14.98,37.82,1.72,3.77,2.82,4.39,0.91,152.38,3.47,58.69,69.62,2024-01-18 04:00:00
5,5~6,6.00,48.56,6.15,26.51,0.33,0.03,11.97,2.06,1.67,82.37,2.50,20.52,59.35,0.94,1.17,0.17,13.89,14.83,41.22,1.72,3.91,2.88,4.40,0.89,152.11,3.74,58.28,69.63,2024-01-18 05:00:00
6,6~7,5.44,48.75,6.31,26.99,0.30,0.06,10.78,1.60,1.26,83.90,2.45,19.85,61.60,0.96,1.18,0.17,12.55,14.10,15.75,1.72,5.53,2.65,2.33,1.89,153.92,3.60,58.57,70.31,2024-01-18 06:00:00
7,7~8,5.12,48.44,6.32,27.81,0.07,0.06,14.13,1.77,0.68,83.80,2.40,20.37,61.03,1.14,1.06,0.16,11.98,15.43,15.91,1.72,5.28,2.69,0.00,2.69,153.68,4.00,58.39,69.63,2024-01-18 07:00:00
8,8~9,5.94,50.49,8.01,32.16,0.07,0.10,23.65,1.63,1.64,88.66,2.90,22.50,63.26,1.07,1.21,0.00,12.92,14.06,44.86,1.84,5.21,3.50,0.00,3.10,158.90,5.44,59.79,71.50,2024-01-18 08:00:00
9,9~10,5.56,57.66,8.78,35.27,0.07,0.09,29.07,1.65,1.63,94.66,3.31,23.14,68.21,0.93,1.33,0.00,14.04,13.31,30.63,2.19,5.46,4.06,0.00,2.55,168.33,7.81,64.00,73.18,2024-01-18 09:00:00
10,10~11,5.31,64.75,10.22,40.12,0.08,0.09,31.02,2.76,1.63,99.37,3.82,23.48,72.07,1.23,2.03,0.00,17.70,13.90,18.49,2.34,5.91,5.69,0.00,2.41,176.51,8.40,66.62,77.19,2024-01-18 10:00:00
11,11~12,6.13,70.47,11.51,40.30,0.07,0.09,31.69,3.78,1.64,109.87,3.75,24.93,81.19,0.91,2.33,0.00,17.74,14.22,19.84,2.16,5.28,5.37,0.00,2.73,184.02,9.00,69.63,81.00,2024-01-18 11:00:00
