,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,17.31,55.44,5.67,26.21,0.38,0.12,8.82,2.72,1.60,85.77,2.50,19.78,63.49,1.16,1.50,0.17,42.55,34.10,121.78,2.44,3.56,2.84,4.38,0.76,155.25,4.14,60.30,70.75,2024-03-17 00:00:00
1,1~2,14.69,53.93,5.73,26.14,0.37,0.11,8.41,2.18,1.57,85.81,2.53,20.92,62.36,1.14,1.39,0.17,34.24,29.14,72.53,2.40,3.50,2.68,4.39,1.12,155.56,3.96,61.22,70.25,2024-03-17 01:00:00
2,2~3,7.75,53.53,5.55,25.84,0.38,0.12,9.25,2.22,1.61,84.59,2.44,19.18,62.97,1.13,1.53,0.16,23.97,32.33,114.51,2.38,3.56,2.91,4.38,0.72,154.33,4.29,59.51,70.44,2024-03-17 02:00:00
3,3~4,6.56,53.60,5.34,26.11,0.37,0.12,9.74,2.32,1.60,84.87,2.53,20.24,62.10,1.12,1.53,0.17,19.56,18.07,49.00,2.31,3.63,2.82,4.38,0.99,155.07,4.27,60.82,70.00,2024-03-17 03:00:00
4,4~5,6.38,52.53,5.44,25.86,0.38,0.12,10.87,2.22,1.60,83.88,2.50,19.02,62.36,1.17,1.52,0.17,18.18,16.64,19.59,2.35,3.50,3.12,4.39,0.70,153.07,3.98,59.44,69.56,2024-03-17 04:00:00
5,5~6,5.94,53.21,5.33,26.02,0.37,0.12,10.87,2.73,1.57,83.81,2.41,19.45,61.95,1.78,1.73,0.16,17.66,16.40,19.34,2.40,3.62,3.28,4.38,1.15,153.35,4.24,59.84,68.75,2024-03-17 05:00:00
6,6~7,5.56,52.20,5.27,25.91,0.18,0.08,9.71,1.82,0.87,85.71,2.40,19.33,63.98,1.01,1.68,0.17,16.78,15.03,18.82,2.47,4.31,2.94,2.07,1.49,153.19,4.35,60.14,68.74,2024-03-17 06:00:00
7,7~8,5.69,53.68,5.73,25.76,0.12,0.07,17.78,1.78,0.59,85.83,2.32,19.31,64.20,1.10,1.41,0.08,17.65,14.42,24.09,2.38,4.32,2.81,0.00,0.68,153.30,4.40,60.05,69.07,2024-03-17 07:00:00
8,8~9,7.06,53.53,7.30,26.39,0.11,0.04,35.29,1.71,1.59,88.36,2.25,20.04,66.07,1.20,1.65,0.00,18.61,15.98,27.25,2.40,4.50,3.73,0.00,1.01,156.07,4.50,61.45,69.38,2024-03-17 08:00:00
9,9~10,8.37,55.31,7.16,27.80,0.11,0.04,37.80,2.14,1.61,91.92,2.28,19.74,69.90,1.01,1.64,0.00,18.13,20.07,35.47,2.31,4.81,4.86,0.00,0.95,156.36,4.12,61.12,69.87,2024-03-17 09:00:00
10,10~11,12.00,57.13,8.30,28.42,0.11,0.03,39.49,2.13,1.60,97.11,3.28,22.62,71.21,1.34,2.07,0.00,26.24,27.02,67.41,2.32,5.19,5.23,0.00,0.92,160.45,4.63,62.74,71.44,2024-03-17 10:00:00
11,11~12,9.13,59.56,9.04,29.06,0.11,0.03,45.08,2.14,1.61,101.03,3.97,22.61,74.45,1.12,2.27,0.00,25.55,23.55,59.40,2.25,6.00,6.24,0.00,0.68,164.43,4.88,64.28,72.75,2024-03-17 11:00:00
12,12~13,13.37,61.22,8.13,30.55,0.11,0.01,44.56,2.51,1.60,107.32,4.15,24.38,78.79,1.02,2.18,0.00,31.01,25.15,39.81,2.28,6.43,5.66,0.00,0.93,166.08,4.21,65.81,73.44,2024-03-17 12:00:00
13,13~14,11.75,61.68,7.81,30.48,0.11,0.03,44.85,3.55,1.63,108.11,6.10,25.22,76.79,1.33,2.35,0.00,29.33,25.90,38.04,2.31,6.07,7.69,0.00,0.94,171.53,4.32,67.46,76.75,2024-03-17 13:00:00
14,14~15,13.13,62.82,8.30,31.65,0.11,0.04,43.39,3.52,1.60,113.24,7.21,24.03,82.00,0.99,2.35,0.00,28.04,28.93,28.87,2.28,5.87,7.09,0.00,1.45,170.62,4.50,67.50,75.06,2024-03-17 14:00:00
15,15~16,14.75,69.78,9.34,31.75,0.11,0.05,39.56,3.34,1.60,109.18,6.91,23.85,78.42,1.08,2.34,0.00,31.90,29.52,47.00,2.38,5.88,7.38,0.00,0.81,172.34,4.81,66.02,78.50,2024-03-17 15:00:00
16,16~17,14.06,66.62,8.32,32.33,0.12,0.05,35.38,3.25,1.71,108.09,6.85,23.91,77.33,1.27,2.34,0.00,31.00,39.41,56.13,2.31,5.18,5.03,0.17,0.70,169.35,5.32,63.78,77.44,2024-03-17 16:00:00
17,17~18,20.00,66.17,8.17,31.52,0.20,0.06,25.35,3.18,1.97,104.92,6.83,23.69,74.40,1.30,2.43,0.11,35.93,32.98,36.21,2.28,4.88,3.87,4.04,1.17,162.62,4.52,61.42,74.43,2024-03-17 17:00:00
18,18~19,15.88,63.68,9.22,30.33,0.38,0.10,15.02,2.48,1.61,104.99,6.63,22.59,75.77,1.29,2.36,0.17,38.22,33.57,40.00,2.31,4.19,3.60,4.44,0.84,159.91,4.31,61.68,71.81,2024-03-17 18:00:00
19,19~20,16.12,63.44,7.24,29.64,0.38,0.11,14.19,2.56,1.61,101.70,7.54,22.76,71.40,1.27,2.29,0.17,46.72,30.51,65.95,2.16,3.87,3.47,4.43,0.99,161.36,4.20,64.59,70.69,2024-03-17 19:00:00
20,20~21,13.56,62.81,6.95,29.50,0.37,0.10,16.66,3.22,1.60,102.56,6.59,23.37,72.60,1.34,2.24,0.17,43.29,40.37,165.46,2.22,3.50,3.87,4.43,0.78,170.88,3.90,73.30,71.94,2024-03-17 20:00:00
21,21~22,17.32,62.40,7.51,28.91,0.38,0.11,15.01,3.36,1.61,101.84,6.47,23.38,71.99,1.29,2.23,0.16,43.41,49.00,111.87,2.19,3.50,3.72,4.40,0.92,165.87,4.16,69.90,69.93,2024-03-17 21:00:00
22,22~23,23.50,60.22,6.34,27.63,0.38,0.11,9.87,3.44,1.57,98.82,7.00,20.97,70.85,1.28,1.83,0.17,49.12,50.16,143.20,2.21,3.50,2.90,4.40,1.45,158.16,4.34,61.93,70.19,2024-03-17 22:00:00
23,23~24,27.68,57.48,5.52,26.98,0.38,0.11,8.53,2.69,1.60,102.14,6.69,22.35,73.10,1.15,1.91,0.16,51.56,48.16,129.15,2.25,3.56,3.32,4.39,0.94,157.60,4.16,59.77,71.69,2024-03-17 23:00:00
