,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,16.00,51.49,5.71,27.18,0.34,0.13,11.31,3.69,1.71,87.75,2.75,19.44,65.56,1.70,0.86,0.17,28.22,23.72,67.43,1.78,4.67,2.59,4.40,1.47,149.69,3.78,56.26,69.50,2024-01-11 00:00:00
1,1~2,7.81,51.57,5.83,26.69,0.33,0.13,9.75,3.84,1.69,86.21,2.72,19.53,63.96,1.69,0.78,0.17,22.98,21.83,27.18,1.75,4.72,2.56,4.41,0.89,147.99,3.40,55.88,68.56,2024-01-11 01:00:00
2,2~3,6.81,50.75,5.43,25.88,0.34,0.11,10.27,3.42,1.69,88.15,2.68,19.54,65.93,1.78,0.80,0.17,19.16,18.40,24.78,1.72,4.66,2.41,4.40,1.03,148.19,3.66,56.40,67.69,2024-01-11 02:00:00
3,3~4,8.13,50.62,5.54,25.50,0.34,0.12,10.44,3.22,1.69,85.59,2.57,19.62,63.40,1.71,0.81,0.16,19.79,19.53,83.33,1.75,4.77,2.82,4.40,0.97,147.10,3.72,55.46,67.37,2024-01-11 03:00:00
4,4~5,6.06,49.28,5.44,25.81,0.33,0.02,11.87,3.13,1.72,84.48,2.44,19.42,62.62,1.68,0.90,0.17,18.84,20.97,115.30,1.72,4.91,2.74,4.40,0.96,147.36,3.56,56.26,67.32,2024-01-11 04:00:00
5,5~6,6.00,50.47,5.47,25.94,0.34,0.02,13.01,3.20,1.65,82.83,2.40,18.90,61.53,1.69,0.76,0.17,15.66,15.40,50.65,1.78,5.09,2.60,4.40,1.12,145.31,3.84,55.38,66.31,2024-01-11 05:00:00
6,6~7,5.25,49.28,5.12,25.68,0.31,0.06,11.74,2.33,1.29,84.44,2.34,19.56,62.54,1.19,0.76,0.16,15.59,14.59,17.27,1.78,6.65,2.56,2.34,2.18,148.04,4.32,55.47,67.06,2024-01-11 06:00:00
7,7~8,5.13,51.00,6.10,27.13,0.07,0.04,15.01,2.08,0.66,83.18,2.35,19.03,61.80,1.16,0.79,0.17,15.77,14.30,16.72,1.81,6.22,2.59,0.00,4.73,148.11,4.31,55.21,67.13,2024-01-11 07:00:00
8,8~9,5.81,51.03,7.50,33.12,0.07,0.01,30.88,2.34,1.65,86.71,2.90,21.06,62.75,1.04,0.94,0.06,13.38,19.18,32.78,2.41,5.39,3.13,0.00,1.85,155.11,6.81,56.96,69.68,2024-01-11 08:00:00
9,9~10,6.06,57.16,8.11,34.32,0.07,0.03,35.67,2.39,1.70,93.99,3.51,23.29,67.19,0.95,1.08,0.00,13.76,17.37,50.52,2.00,5.34,3.34,0.00,2.12,166.50,10.69,61.23,71.75,2024-01-11 09:00:00
