,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.75,68.73,6.41,31.13,0.38,0.11,11.11,3.05,1.64,97.40,5.40,22.79,69.21,1.45,2.88,0.16,62.64,50.69,141.63,2.28,4.00,3.65,4.38,0.92,167.06,3.55,62.57,73.63,2024-04-14 00:00:00
1,1~2,13.19,68.37,6.22,30.53,0.37,0.10,10.26,2.83,1.59,93.76,5.22,22.49,66.05,1.20,2.88,0.17,54.43,45.33,65.66,2.34,3.69,3.60,4.39,0.69,165.29,3.22,61.25,73.50,2024-04-14 01:00:00
2,2~3,11.93,68.59,6.34,30.30,0.37,0.09,10.98,3.05,1.63,88.58,3.44,20.76,64.38,1.21,2.87,0.17,50.23,37.39,42.71,2.31,3.75,3.72,4.37,1.09,162.71,3.19,61.46,71.06,2024-04-14 02:00:00
3,3~4,9.19,66.88,6.21,30.16,0.38,0.12,11.88,2.28,1.66,86.44,2.81,20.43,63.20,1.16,2.81,0.16,45.15,31.48,39.54,2.38,3.69,3.40,4.39,0.94,162.99,3.87,61.21,70.69,2024-04-14 03:00:00
4,4~5,11.44,66.00,6.34,29.65,0.37,0.12,12.53,2.94,1.65,85.16,3.16,20.54,61.46,1.17,2.88,0.17,39.42,28.32,35.06,2.37,3.68,2.84,4.38,0.99,162.13,3.60,60.71,70.56,2024-04-14 04:00:00
5,5~6,7.75,65.06,6.08,29.60,0.32,0.11,12.54,3.68,1.58,86.87,2.90,20.50,63.47,1.48,2.79,0.17,37.60,29.02,35.06,2.32,3.94,2.94,4.38,1.02,159.60,3.31,60.86,69.75,2024-04-14 05:00:00
6,6~7,6.81,66.85,6.05,29.70,0.11,0.07,11.06,2.31,0.87,86.84,2.75,20.71,63.38,1.77,2.80,0.12,35.30,27.45,38.28,2.28,5.88,2.98,1.82,0.68,160.19,3.97,61.38,69.88,2024-04-14 06:00:00
7,7~8,10.13,65.78,6.34,30.20,0.11,0.06,17.67,2.33,0.60,86.92,2.69,20.35,63.88,1.15,2.79,0.00,36.05,26.59,39.35,2.25,5.93,3.65,0.00,1.13,162.07,3.59,61.59,72.00,2024-04-14 07:00:00
8,8~9,7.18,68.90,6.57,31.05,0.11,0.05,53.15,2.23,1.62,88.73,2.72,20.90,65.11,1.12,3.03,0.00,37.55,28.78,50.86,2.22,6.13,6.03,0.00,1.35,169.07,3.57,62.67,76.99,2024-04-14 08:00:00
9,9~10,7.50,72.16,7.72,33.37,0.11,0.04,62.91,2.90,1.58,95.55,5.56,21.53,68.46,1.29,3.08,0.00,42.74,32.92,74.45,2.25,6.44,8.79,0.00,0.94,173.57,3.47,63.36,79.19,2024-04-14 09:00:00
10,10~11,11.13,77.47,7.66,34.92,0.11,0.03,66.32,2.09,1.59,102.48,8.25,23.19,71.04,1.12,2.91,0.00,42.61,31.74,41.71,2.22,6.62,9.55,0.00,0.77,177.82,3.56,63.88,81.01,2024-04-14 10:00:00
11,11~12,11.94,75.53,7.63,35.25,0.11,0.02,69.86,2.23,1.59,107.36,9.44,24.79,73.13,1.38,3.22,0.00,42.85,34.88,43.94,2.21,6.25,9.26,0.00,1.26,181.04,3.87,64.46,83.99,2024-04-14 11:00:00
12,12~13,18.75,77.28,8.45,35.57,0.11,0.03,72.99,2.92,1.57,109.28,9.28,26.25,73.75,1.03,2.95,0.00,41.42,44.63,43.44,2.38,6.14,7.09,0.00,0.87,177.27,3.34,63.65,80.82,2024-04-14 12:00:00
13,13~14,12.31,83.44,7.39,37.16,0.11,0.02,77.37,4.10,1.58,116.57,9.78,29.33,77.46,1.12,3.53,0.00,39.59,34.02,52.22,2.47,6.06,9.72,0.00,0.68,182.41,3.66,64.53,85.44,2024-04-14 13:00:00
14,14~15,13.44,89.44,7.16,38.75,0.11,0.04,70.64,4.79,1.59,118.62,9.69,28.83,80.10,1.03,3.11,0.00,47.96,33.66,56.56,2.47,6.06,9.74,0.00,0.94,188.97,4.13,65.19,89.87,2024-04-14 14:00:00
