,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,21.43,71.62,9.62,39.64,0.50,0.11,11.15,4.79,1.67,97.58,3.09,21.03,73.46,1.01,1.95,0.00,98.62,65.18,90.53,2.91,2.50,4.88,4.46,0.84,237.47,7.95,82.70,113.81,2024-09-26 00:00:00
1,1~2,12.94,68.93,9.76,39.13,0.49,0.12,10.07,2.87,1.63,94.54,3.00,19.90,71.64,1.19,2.01,0.00,80.67,50.26,103.59,2.94,2.44,4.91,4.46,1.09,235.32,8.43,82.30,111.61,2024-09-26 01:00:00
2,2~3,9.88,66.32,9.32,38.11,0.50,0.11,11.09,3.09,1.71,87.65,3.19,18.66,65.80,3.04,1.82,0.00,68.89,42.46,117.88,2.90,2.37,4.66,4.43,0.79,234.45,8.13,83.23,111.31,2024-09-26 02:00:00
3,3~4,8.81,66.94,9.85,38.03,0.49,0.01,10.61,2.83,1.67,85.09,3.06,18.25,63.78,2.94,2.03,0.00,62.82,38.74,53.25,2.91,2.32,5.31,4.44,1.04,234.56,7.96,82.76,111.18,2024-09-26 03:00:00
4,4~5,8.50,65.81,9.67,37.87,0.49,0.02,11.52,2.79,1.63,85.65,2.94,19.26,63.45,2.64,1.82,0.00,58.89,36.78,49.43,2.97,2.38,5.21,4.43,1.67,232.72,8.09,82.40,110.71,2024-09-26 04:00:00
5,5~6,8.06,64.38,9.72,37.63,0.48,0.06,12.01,2.87,1.68,84.72,2.94,18.27,63.51,2.69,1.85,0.00,56.90,35.27,46.97,2.97,2.87,5.53,3.98,0.80,233.00,8.00,82.23,110.42,2024-09-26 05:00:00
6,6~7,8.75,66.18,10.13,41.23,0.22,0.03,13.66,2.53,0.71,87.77,2.75,19.01,66.01,2.62,1.86,0.00,55.27,33.97,47.88,2.96,3.76,5.42,0.00,2.99,238.81,9.47,83.02,112.53,2024-09-26 06:00:00
7,7~8,9.44,70.25,10.63,46.82,0.23,0.05,17.74,2.26,0.65,91.57,3.18,20.69,67.70,2.98,2.07,0.00,54.22,36.03,50.90,3.00,3.63,6.15,0.00,9.53,247.77,11.72,83.95,115.62,2024-09-26 07:00:00
8,8~9,14.62,87.44,13.60,55.28,0.23,0.11,30.88,5.62,0.71,104.03,5.66,26.71,71.66,1.13,2.03,0.00,59.15,42.80,54.50,3.04,3.87,7.84,0.00,13.40,262.31,22.16,86.12,117.12,2024-09-26 08:00:00
9,9~10,14.19,114.63,13.83,64.56,0.25,0.15,46.88,7.87,0.68,124.30,12.00,29.76,82.54,0.99,2.11,0.00,57.34,36.72,67.82,3.56,4.58,9.75,0.00,17.04,319.90,55.88,96.51,125.92,2024-09-26 09:00:00
