,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,14.81,87.13,10.92,39.73,0.43,0.10,20.48,4.57,1.76,---,2.38,---,73.61,4.05,3.38,0.16,84.52,58.11,150.28,4.75,2.81,7.02,4.05,0.99,---,8.79,77.77,116.51,2024-07-23 00:00:00
1,1~2,14.75,81.34,10.93,39.24,0.43,0.11,20.17,3.87,1.69,---,1.71,---,64.66,1.83,3.83,0.17,77.80,50.39,94.16,4.59,2.88,6.13,4.06,0.97,---,8.77,78.11,115.16,2024-07-23 01:00:00
2,2~3,11.06,77.87,10.84,38.95,0.42,0.10,18.74,4.45,1.78,---,1.57,---,54.69,1.18,3.62,0.17,75.00,47.07,74.24,4.72,2.82,5.94,4.05,0.76,---,9.04,77.44,113.96,2024-07-23 02:00:00
3,3~4,8.94,78.04,11.04,39.03,0.42,0.03,22.76,4.16,1.74,---,1.43,---,53.86,1.26,3.34,0.16,69.85,43.08,65.03,4.47,2.81,6.34,4.05,0.79,---,8.34,77.37,113.17,2024-07-23 03:00:00
4,4~5,8.56,74.34,11.16,38.44,0.42,0.00,21.86,3.95,1.77,---,1.50,---,53.61,1.21,3.52,0.17,65.16,39.71,60.19,4.00,2.82,5.63,4.05,1.28,---,8.00,76.83,111.09,2024-07-23 04:00:00
5,5~6,8.38,73.46,11.28,38.63,0.29,0.01,19.63,4.20,1.66,---,1.56,---,53.66,1.44,3.35,0.16,61.22,39.66,55.57,3.91,2.81,5.50,1.49,0.81,---,8.09,76.46,110.73,2024-07-23 05:00:00
6,6~7,8.06,75.32,11.09,42.12,0.16,0.04,25.77,3.16,0.76,---,1.60,---,54.37,1.00,3.36,0.17,61.41,38.41,58.16,3.94,3.75,5.78,0.00,11.41,---,8.38,76.82,114.65,2024-07-23 06:00:00
7,7~8,9.75,81.47,12.96,52.34,0.17,0.07,32.57,2.60,0.76,---,1.50,---,57.08,1.29,4.02,0.10,60.04,38.84,60.55,4.59,4.20,6.94,0.00,13.02,---,11.59,78.78,121.26,2024-07-23 07:00:00
8,8~9,11.81,93.96,15.66,65.80,0.16,0.11,66.35,3.96,0.71,---,2.50,---,65.40,1.05,4.49,0.00,51.76,36.55,65.10,4.94,5.37,8.62,0.00,4.73,---,17.25,83.43,127.59,2024-07-23 08:00:00
9,9~10,15.32,132.35,18.03,76.60,0.17,0.05,83.95,12.36,0.80,---,3.44,---,73.25,1.05,4.58,0.00,50.13,34.68,87.09,5.25,6.13,9.94,0.00,4.82,---,21.47,94.37,138.12,2024-07-23 09:00:00
