,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,12.81,70.34,12.50,33.31,0.41,0.10,13.75,4.12,1.71,82.34,1.53,21.00,59.81,3.20,3.22,0.16,71.54,50.65,163.00,2.88,2.73,6.50,5.02,0.82,213.66,9.94,81.88,95.43,2024-07-24 00:00:00
1,1~2,11.00,68.60,12.24,33.45,0.43,0.11,13.58,4.24,1.74,81.91,1.53,20.85,59.53,1.64,3.32,0.16,69.63,50.93,72.09,2.72,2.72,5.95,5.64,0.98,213.84,9.81,82.78,94.86,2024-07-24 01:00:00
2,2~3,8.44,69.90,12.51,33.24,0.47,0.12,13.96,4.16,1.69,77.94,1.60,21.43,54.91,1.48,2.92,0.16,66.05,46.71,56.06,2.62,2.78,5.90,6.54,1.10,213.37,10.47,82.62,94.05,2024-07-24 02:00:00
3,3~4,7.93,70.01,12.45,33.42,0.48,0.12,13.54,4.09,1.77,76.38,1.52,21.53,53.33,1.13,3.63,0.17,64.00,39.56,49.82,2.66,2.70,6.18,7.19,0.88,212.76,9.81,82.68,93.35,2024-07-24 03:00:00
4,4~5,10.44,69.21,12.82,33.23,0.49,0.10,14.57,4.11,1.66,76.01,1.51,21.73,52.77,1.19,3.55,0.16,59.01,37.87,50.34,2.68,2.72,5.54,7.33,0.80,211.16,10.15,82.42,92.26,2024-07-24 04:00:00
5,5~6,8.38,68.76,12.51,33.35,0.36,0.07,14.38,4.25,1.57,77.00,1.56,21.40,54.04,1.48,2.83,0.16,56.20,37.11,49.06,2.66,2.72,5.78,2.81,1.23,211.76,9.63,82.84,92.49,2024-07-24 05:00:00
6,6~7,6.37,70.62,12.41,33.81,0.23,0.07,16.80,3.95,0.76,78.46,1.46,21.47,55.53,1.25,3.91,0.16,55.32,35.87,68.16,2.75,3.28,5.87,0.00,0.70,214.12,9.90,84.33,92.89,2024-07-24 06:00:00
7,7~8,6.63,73.65,15.59,33.69,0.23,0.08,17.50,3.94,0.67,85.91,1.66,21.94,62.31,1.23,3.51,0.03,53.34,33.66,79.84,2.75,3.83,6.15,0.01,6.46,216.45,10.20,85.08,93.43,2024-07-24 07:00:00
8,8~9,7.06,77.92,16.03,34.84,0.23,0.08,22.82,3.80,0.75,94.35,1.41,22.50,70.44,1.15,3.87,0.03,51.13,36.56,48.41,2.75,3.90,6.45,0.00,13.51,220.45,9.40,86.08,96.26,2024-07-24 08:00:00
9,9~10,8.12,82.68,17.23,36.95,0.23,0.08,25.68,3.70,0.74,96.33,1.53,22.56,72.24,1.19,2.99,0.06,48.60,33.46,46.00,2.78,3.84,7.62,0.00,14.08,220.62,10.13,86.42,95.63,2024-07-24 09:00:00
10,10~11,9.50,84.28,18.61,39.74,0.24,0.06,24.81,4.87,0.80,95.15,1.63,22.12,71.40,1.07,3.00,0.00,45.37,34.02,47.03,2.88,3.77,8.04,0.00,13.08,221.24,10.47,86.33,95.70,2024-07-24 10:00:00
11,11~12,12.82,86.69,16.55,40.11,0.23,0.07,24.20,5.55,0.71,96.05,1.87,22.50,71.68,1.08,2.94,0.00,49.77,36.04,50.37,3.03,4.02,8.72,0.00,13.33,223.04,10.12,86.81,97.59,2024-07-24 11:00:00
12,12~13,15.50,83.00,15.62,38.68,0.23,0.07,24.12,4.13,0.81,98.02,2.06,22.27,73.69,1.06,3.22,0.00,48.59,36.41,60.10,3.06,3.97,8.05,0.00,13.72,220.85,9.91,85.34,96.85,2024-07-24 12:00:00
13,13~14,11.62,83.97,16.75,39.30,0.24,0.06,22.58,5.86,0.74,107.27,2.47,22.80,82.00,1.05,2.87,0.02,46.33,38.86,84.22,3.00,3.77,8.41,0.00,12.78,220.72,10.90,85.38,96.52,2024-07-24 13:00:00
14,14~15,15.69,86.28,16.83,39.64,0.25,0.07,21.71,5.60,0.73,103.04,2.16,21.84,79.04,1.44,3.11,0.09,46.92,35.45,53.22,3.03,3.70,8.75,0.00,13.46,221.86,10.13,86.42,97.13,2024-07-24 14:00:00
15,15~16,10.50,87.25,14.33,39.61,0.25,0.08,20.27,4.86,0.75,104.07,2.19,22.11,79.77,1.04,2.78,0.16,45.94,35.31,48.09,3.10,3.78,9.47,0.00,13.13,221.07,9.78,85.82,96.80,2024-07-24 15:00:00
16,16~17,12.50,85.03,11.21,38.69,0.26,0.09,17.53,4.09,0.79,101.59,2.25,22.30,77.04,1.04,2.61,0.16,52.88,37.93,45.03,3.12,3.72,9.50,0.01,12.98,218.61,10.66,85.05,94.86,2024-07-24 16:00:00
17,17~18,15.44,80.79,9.09,36.45,0.26,0.07,19.44,2.19,1.26,101.08,2.46,22.12,76.50,1.06,3.38,0.16,52.98,40.90,51.09,2.94,3.65,7.75,0.56,11.97,212.95,10.93,82.15,93.10,2024-07-24 17:00:00
18,18~19,17.06,78.96,8.98,35.81,0.45,0.07,19.08,3.73,1.69,98.39,2.50,22.44,73.45,1.33,3.00,0.17,54.95,47.33,86.75,2.90,3.53,6.19,7.02,1.62,211.95,9.32,81.37,94.76,2024-07-24 18:00:00
19,19~20,13.56,77.57,8.64,35.30,0.53,0.12,18.50,3.56,1.81,94.91,2.28,21.56,71.07,3.50,3.13,0.16,53.14,38.46,61.16,2.91,3.34,6.02,7.41,1.00,213.87,9.97,82.04,95.14,2024-07-24 19:00:00
20,20~21,12.94,75.44,8.95,35.58,0.52,0.11,17.34,4.16,1.73,94.27,2.29,21.97,70.01,3.51,3.15,0.17,54.09,40.39,51.07,2.78,2.90,5.13,7.47,1.47,211.13,10.12,80.84,93.65,2024-07-24 20:00:00
21,21~22,13.56,74.71,8.71,35.48,0.51,0.11,17.49,4.39,1.73,93.58,2.31,20.91,70.36,3.17,3.23,0.17,51.81,40.58,54.22,2.75,2.71,5.38,7.38,1.17,210.79,10.34,80.99,93.06,2024-07-24 21:00:00
22,22~23,16.63,71.94,8.70,34.39,0.52,0.12,14.32,4.43,1.73,91.77,2.28,21.47,68.02,3.09,3.16,0.16,56.22,40.98,128.93,2.66,2.66,6.13,7.43,1.10,211.52,10.28,81.06,93.54,2024-07-24 22:00:00
23,23~24,16.68,69.34,9.02,33.96,0.52,0.11,13.51,4.36,1.72,88.42,2.19,21.37,64.86,2.92,3.40,0.17,60.01,42.30,85.04,2.65,2.70,5.84,7.16,0.86,210.84,9.42,81.05,93.84,2024-07-24 23:00:00
