,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,8.87,50.03,6.04,23.69,0.37,0.12,7.68,2.90,1.88,---,3.32,---,56.95,1.96,0.08,0.00,23.70,18.21,52.21,2.59,3.07,2.28,---,---,---,5.25,58.47,53.16,2023-01-31 00:00:00
1,1~2,7.13,49.62,6.05,23.19,0.37,0.13,7.58,2.96,1.87,---,3.19,---,55.03,1.02,0.07,0.00,17.93,19.44,55.90,2.54,3.10,2.47,---,---,---,5.25,58.72,53.19,2023-01-31 01:00:00
2,2~3,6.00,48.22,6.14,23.19,0.36,0.13,7.68,2.50,1.91,---,3.33,---,55.31,1.00,0.07,0.00,18.37,18.47,122.75,2.59,3.21,2.25,---,---,---,4.95,58.57,52.35,2023-01-31 02:00:00
3,3~4,6.37,48.34,6.04,23.25,0.38,0.13,8.86,2.94,1.91,---,3.07,---,54.62,0.95,0.07,0.00,14.57,13.90,87.22,2.59,3.13,2.44,---,---,---,5.41,58.27,52.55,2023-01-31 03:00:00
4,4~5,5.56,48.72,6.03,23.06,0.37,0.07,9.33,2.91,1.94,---,3.09,---,55.84,1.02,0.08,0.00,13.75,13.73,26.90,2.66,3.11,2.25,---,---,---,4.98,58.40,52.27,2023-01-31 04:00:00
5,5~6,5.44,48.97,6.12,23.75,0.37,0.02,10.52,2.79,1.87,---,3.07,---,56.00,0.95,0.07,0.00,13.06,13.41,18.97,2.66,3.44,2.49,---,---,---,5.41,58.17,53.94,2023-01-31 05:00:00
6,6~7,5.50,48.44,8.03,23.50,0.33,0.02,8.42,2.30,1.16,---,3.02,---,57.14,1.19,0.06,0.00,13.04,11.98,25.97,2.62,4.01,2.38,---,---,---,5.03,57.42,54.49,2023-01-31 06:00:00
7,7~8,5.25,48.68,9.40,25.06,0.11,0.04,11.34,2.00,0.65,---,3.42,---,57.52,0.92,0.08,0.00,12.96,11.42,48.14,2.59,4.33,2.54,---,---,---,5.86,58.29,54.91,2023-01-31 07:00:00
8,8~9,6.31,52.07,8.54,29.50,0.10,0.03,21.73,2.25,1.92,---,5.59,---,58.63,0.98,0.08,0.00,12.66,12.50,35.65,2.54,3.92,2.68,---,---,---,9.42,60.31,56.07,2023-01-31 08:00:00
9,9~10,6.32,54.85,9.51,31.31,0.09,0.03,25.59,2.57,1.86,---,7.43,---,63.38,1.08,0.05,0.00,16.09,12.41,17.13,2.59,4.04,3.94,---,---,---,9.06,64.98,57.31,2023-01-31 09:00:00
10,10~11,8.50,62.71,10.14,33.44,0.11,0.02,26.64,3.51,1.86,---,7.60,---,66.50,1.11,0.08,0.00,14.44,14.20,16.39,2.81,4.54,4.69,---,---,---,9.23,67.83,59.40,2023-01-31 10:00:00
11,11~12,7.93,66.66,12.40,34.69,0.10,0.01,26.93,3.44,1.88,---,7.65,---,67.93,0.99,0.09,0.00,14.91,16.98,41.77,2.91,4.13,6.31,---,---,---,8.79,68.57,60.66,2023-01-31 11:00:00
12,12~13,5.13,69.75,10.51,34.25,0.11,0.02,30.59,3.04,1.87,---,7.79,---,68.32,1.03,0.08,0.00,14.50,13.07,40.43,2.87,4.32,6.59,---,---,---,9.04,69.34,63.99,2023-01-31 12:00:00
13,13~14,4.94,70.09,10.87,34.31,0.10,0.01,27.00,3.08,1.91,---,7.34,---,68.43,1.09,0.06,0.00,14.37,13.25,15.38,2.78,4.30,6.85,---,---,---,9.12,69.47,67.48,2023-01-31 13:00:00
14,14~15,4.68,68.06,10.50,36.31,0.10,0.06,27.72,3.67,1.90,---,7.81,---,67.81,1.07,0.07,0.00,15.97,15.08,16.36,2.91,4.49,6.55,---,---,---,9.28,69.53,70.11,2023-01-31 14:00:00
15,15~16,4.82,68.94,11.97,34.88,0.11,0.04,31.43,4.07,1.87,---,8.78,---,69.56,1.08,0.06,0.00,17.44,13.38,21.62,2.66,4.38,6.57,---,---,---,8.99,70.06,70.29,2023-01-31 15:00:00
16,16~17,5.25,71.57,10.05,33.87,0.11,0.02,34.71,4.93,1.95,---,7.00,---,68.13,1.31,0.06,0.00,16.22,16.40,50.62,2.65,3.74,6.60,---,---,---,9.14,70.70,73.91,2023-01-31 16:00:00
17,17~18,5.93,67.25,6.80,32.44,0.31,0.08,38.37,4.64,2.12,---,5.28,---,67.13,1.27,0.06,0.00,17.10,16.26,27.37,1.94,3.30,5.77,---,---,---,6.89,68.56,73.41,2023-01-31 17:00:00
18,18~19,8.75,63.62,6.16,30.88,0.37,0.11,30.91,4.59,1.86,---,4.41,---,63.97,1.99,0.07,0.00,18.25,16.74,23.02,1.69,3.12,5.50,---,---,---,6.58,65.56,73.24,2023-01-31 18:00:00
19,19~20,10.38,61.25,5.24,28.75,0.37,0.10,29.32,4.28,1.87,---,4.09,---,62.21,2.17,0.06,0.00,21.16,21.04,27.36,1.69,3.12,5.10,---,---,---,4.96,64.25,71.79,2023-01-31 19:00:00
20,20~21,11.87,57.34,5.53,27.68,0.36,0.11,25.54,4.00,1.88,---,3.16,---,59.03,2.21,0.08,0.00,26.87,22.01,59.47,1.68,3.13,4.97,---,---,---,5.28,60.84,72.11,2023-01-31 20:00:00
21,21~22,10.32,56.28,5.24,26.82,0.37,0.12,21.90,4.06,1.94,---,3.16,---,58.51,2.22,0.07,0.00,30.79,24.24,37.82,1.72,3.21,5.15,---,---,---,5.18,60.11,70.11,2023-01-31 21:00:00
22,22~23,10.31,54.26,5.30,26.06,0.36,0.11,10.40,3.86,1.88,---,3.03,---,59.03,2.29,0.06,0.00,23.46,27.09,30.57,1.91,3.20,5.07,---,---,---,5.45,59.43,67.69,2023-01-31 22:00:00
23,23~24,13.12,52.81,5.24,25.31,0.36,0.11,8.73,2.94,1.88,---,2.84,---,57.27,1.44,0.07,0.00,27.75,28.47,24.66,1.90,3.32,4.99,---,---,---,4.90,59.51,67.95,2023-01-31 23:00:00
