,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,20.19,53.27,5.33,27.81,0.38,0.12,10.00,3.28,1.69,87.84,3.63,23.87,60.34,0.92,1.09,0.17,48.45,45.45,139.78,2.50,2.61,2.35,4.25,0.92,154.10,5.56,56.70,71.26,2023-12-07 00:00:00
1,1~2,11.88,51.78,5.51,27.50,0.38,0.13,9.85,3.46,1.73,87.35,3.18,24.08,60.09,0.89,1.13,0.17,35.76,38.25,90.74,2.44,2.65,2.53,4.26,1.10,152.57,5.22,56.34,70.50,2023-12-07 01:00:00
2,2~3,10.06,50.48,5.50,26.69,0.38,0.13,10.25,2.69,1.69,85.87,2.81,23.15,59.91,0.91,1.17,0.16,27.05,26.01,32.75,2.53,2.60,2.12,4.24,0.68,151.92,4.84,56.26,70.38,2023-12-07 02:00:00
3,3~4,8.37,50.06,5.35,26.18,0.38,0.12,10.45,2.73,1.73,84.45,2.82,22.57,59.06,0.96,1.05,0.17,25.60,24.28,85.39,2.50,2.57,1.91,4.26,0.86,151.32,5.28,56.01,69.68,2023-12-07 03:00:00
4,4~5,7.38,50.53,5.16,26.13,0.38,0.02,11.38,2.66,1.69,86.03,2.81,23.65,59.57,0.90,1.02,0.17,20.22,21.59,72.63,2.50,2.61,1.84,4.24,1.08,150.40,5.45,55.72,68.31,2023-12-07 04:00:00
5,5~6,8.12,49.84,5.36,26.31,0.38,0.01,12.24,2.69,1.69,85.48,2.75,23.48,59.25,0.98,1.04,0.17,17.58,18.86,20.66,2.50,2.64,1.94,4.25,0.80,149.48,5.09,55.45,68.57,2023-12-07 05:00:00
6,6~7,8.88,49.60,5.30,26.81,0.28,0.05,10.69,1.84,1.13,86.03,2.47,22.82,60.74,0.90,1.02,0.16,16.60,17.02,19.42,2.35,3.73,1.96,2.16,2.56,148.63,3.31,55.52,68.68,2023-12-07 06:00:00
7,7~8,6.62,48.77,5.62,27.19,0.11,0.04,15.42,1.55,0.66,85.47,2.50,23.09,59.88,0.93,0.88,0.09,16.04,19.46,23.63,2.34,3.59,2.42,0.00,4.00,150.60,3.69,55.93,69.13,2023-12-07 07:00:00
8,8~9,7.13,57.54,6.70,32.88,0.11,0.04,27.89,1.52,0.67,90.34,3.66,24.06,62.62,0.84,1.09,0.00,18.98,19.96,57.68,2.56,3.81,3.00,0.00,2.24,157.24,6.81,57.12,71.06,2023-12-07 08:00:00
9,9~10,7.06,58.62,7.39,34.62,0.11,0.05,38.00,3.22,0.65,95.58,4.06,25.92,65.60,0.80,2.05,0.00,20.14,19.60,32.76,2.32,3.92,3.59,0.00,2.17,176.89,12.25,61.32,76.81,2023-12-07 09:00:00
