,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,17.75,56.50,7.29,27.53,0.37,0.11,9.25,2.94,1.60,85.39,3.53,20.63,61.23,1.05,2.24,0.16,48.69,39.60,168.35,2.28,3.69,1.87,4.40,1.49,160.27,3.03,61.65,74.19,2024-03-27 00:00:00
1,1~2,15.00,53.57,7.54,27.73,0.37,0.11,8.92,2.64,1.60,84.00,2.84,20.59,60.57,1.03,2.18,0.17,40.16,36.44,103.83,2.32,3.69,1.76,4.39,0.91,157.96,2.81,60.76,73.31,2024-03-27 01:00:00
2,2~3,8.43,53.71,7.45,27.28,0.37,0.09,9.55,2.42,1.59,79.31,2.63,19.13,57.55,1.05,1.94,0.17,26.99,25.99,107.44,2.31,3.81,1.88,4.40,0.80,157.32,2.81,61.18,72.13,2024-03-27 02:00:00
3,3~4,7.50,53.63,7.80,27.79,0.37,0.12,9.72,2.75,1.57,79.58,2.69,19.18,57.71,1.06,2.11,0.17,22.06,19.34,57.50,2.34,3.75,1.99,4.41,0.95,157.25,2.97,61.58,71.62,2024-03-27 03:00:00
4,4~5,6.63,52.94,7.33,28.01,0.37,0.03,10.86,2.64,1.60,79.49,2.60,18.56,58.33,1.06,2.07,0.16,18.58,18.95,25.25,2.35,3.81,2.16,4.40,0.89,156.45,2.94,60.93,71.31,2024-03-27 04:00:00
5,5~6,6.75,53.00,7.24,27.57,0.37,0.01,10.98,2.27,1.58,79.17,2.52,18.44,58.21,1.06,1.96,0.16,19.06,21.67,20.19,2.40,3.82,2.19,4.40,1.04,155.51,3.25,60.61,70.63,2024-03-27 05:00:00
6,6~7,6.06,53.15,7.27,28.01,0.12,0.02,9.75,1.53,0.86,80.15,2.47,18.56,59.12,1.86,2.09,0.16,16.47,16.88,24.84,2.44,4.81,2.12,1.97,1.49,156.16,2.81,60.42,70.87,2024-03-27 06:00:00
7,7~8,6.50,53.19,7.29,31.64,0.10,0.03,14.06,1.35,0.61,81.70,2.62,19.82,59.26,1.53,2.02,0.04,17.96,17.19,56.73,2.25,4.69,2.31,0.00,2.99,159.90,3.60,61.96,72.44,2024-03-27 07:00:00
8,8~9,9.31,54.81,7.33,37.76,0.10,0.06,20.92,1.36,1.53,87.34,3.14,22.59,61.61,0.89,2.05,0.00,22.84,19.20,34.24,2.31,4.56,3.22,0.00,1.90,164.32,6.37,61.48,73.88,2024-03-27 08:00:00
9,9~10,9.25,62.78,8.03,40.61,0.10,0.06,26.78,1.91,1.53,90.99,3.36,25.88,61.75,1.01,2.37,0.00,22.25,19.97,28.03,2.75,4.44,3.78,0.00,2.01,175.86,7.41,66.11,79.06,2024-03-27 09:00:00
