,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
0,0~1,20.37,74.41,4.96,31.82,0.39,0.11,11.81,4.99,2.31,---,5.51,---,68.99,1.19,0.15,0.16,90.08,70.56,110.43,1.15,3.04,4.75,---,---,---,8.63,84.85,108.16,2023-05-04 00:00:00
1,1~2,15.50,71.50,5.16,30.81,0.40,0.11,11.25,4.41,2.27,---,5.46,---,68.37,1.18,0.15,0.17,70.38,70.13,158.33,1.10,3.05,4.97,---,---,---,8.71,84.29,103.72,2023-05-04 01:00:00
2,2~3,10.00,70.72,4.92,30.81,0.39,0.11,10.96,3.91,2.31,---,4.69,---,67.78,1.33,0.15,0.16,60.28,57.03,67.86,1.09,3.07,4.78,---,---,---,8.79,83.18,99.93,2023-05-04 02:00:00
3,3~4,10.94,69.09,5.64,30.56,0.40,0.11,12.41,3.36,2.31,---,4.88,---,67.67,1.24,0.15,0.17,54.45,48.90,56.83,1.09,3.11,4.75,---,---,---,8.37,84.47,100.28,2023-05-04 03:00:00
4,4~5,9.06,67.72,4.94,30.75,0.40,0.02,12.78,4.03,2.24,---,5.37,---,66.87,1.26,0.14,0.17,49.31,45.34,51.42,1.13,3.07,4.91,---,---,---,8.19,83.18,97.85,2023-05-04 04:00:00
5,5~6,6.44,66.69,5.58,30.50,0.26,0.00,13.44,3.75,1.43,---,4.13,---,67.32,1.14,0.14,0.16,46.34,41.07,49.60,1.19,3.18,4.50,---,---,---,9.03,82.16,99.00,2023-05-04 05:00:00
6,6~7,6.00,68.03,6.69,31.57,0.13,0.05,11.37,3.00,1.00,---,4.09,---,68.46,1.18,0.15,0.07,45.27,38.96,71.29,1.22,3.41,4.31,---,---,---,7.03,83.67,100.97,2023-05-04 06:00:00
7,7~8,6.69,70.75,7.52,34.43,0.13,0.12,20.39,3.24,0.89,---,4.34,---,71.98,1.32,0.13,0.00,49.81,39.73,60.20,1.15,4.24,4.25,---,---,---,7.53,84.89,103.53,2023-05-04 07:00:00
8,8~9,9.56,79.54,8.34,42.82,0.14,0.06,34.19,6.62,1.77,---,4.82,---,72.96,1.35,0.14,0.00,54.76,41.50,52.70,1.16,4.32,5.69,---,---,---,17.56,85.67,108.87,2023-05-04 08:00:00
9,9~10,10.88,94.12,8.33,49.00,0.13,0.01,64.72,9.45,1.81,---,6.85,---,77.51,1.18,2.55,0.00,51.22,43.32,52.91,1.34,5.21,9.56,---,---,---,21.69,93.47,123.20,2023-05-04 09:00:00
10,10~11,10.81,113.25,10.84,50.62,0.13,0.03,73.24,11.95,1.83,---,15.12,---,90.84,1.53,4.19,0.00,46.91,42.46,50.86,1.35,6.08,11.28,---,---,---,21.79,100.02,136.58,2023-05-04 10:00:00
11,11~12,16.37,121.28,10.96,57.13,0.15,0.02,70.05,14.40,1.84,---,18.41,---,97.68,2.77,3.51,0.00,47.32,39.74,47.03,2.37,5.82,12.25,---,---,---,21.21,101.90,142.82,2023-05-04 11:00:00
12,12~13,12.07,121.97,13.34,60.25,0.14,0.24,71.56,16.55,1.78,---,14.78,---,94.91,3.14,3.04,0.00,47.03,42.85,72.45,3.25,5.62,12.06,---,---,---,21.10,102.40,142.12,2023-05-04 12:00:00
13,13~14,11.62,122.43,13.07,61.12,0.14,0.01,78.15,16.73,1.73,---,17.28,---,99.50,3.31,3.14,0.00,47.01,39.41,50.43,3.00,4.99,12.51,---,---,---,23.00,102.99,141.81,2023-05-04 13:00:00
14,14~15,15.56,120.23,12.48,64.06,0.15,0.00,91.43,16.25,1.76,---,20.96,---,99.87,3.17,2.72,0.00,44.26,35.96,46.71,3.41,4.93,12.24,---,---,---,35.09,104.71,150.13,2023-05-04 14:00:00
15,15~16,14.94,121.68,12.33,59.69,0.14,0.53,88.06,17.43,1.76,---,25.00,---,92.70,3.30,2.76,0.00,37.97,39.04,45.17,3.18,5.01,11.66,---,---,---,36.31,105.58,149.82,2023-05-04 15:00:00
16,16~17,14.88,118.97,12.77,56.06,0.15,0.10,78.43,15.35,1.88,---,26.01,---,92.56,2.72,1.18,0.00,37.41,43.32,48.69,3.44,4.74,10.63,---,---,---,31.00,106.12,146.50,2023-05-04 16:00:00
17,17~18,13.75,115.62,11.35,52.13,0.15,0.07,96.07,14.29,1.87,---,21.97,---,95.19,1.53,0.08,0.06,43.07,38.62,81.47,3.53,4.21,9.65,---,---,---,9.44,102.05,146.75,2023-05-04 17:00:00
18,18~19,15.81,101.26,9.78,47.62,0.40,0.11,109.24,12.96,2.15,---,16.93,---,87.53,1.57,0.50,0.17,51.16,49.75,56.03,2.97,3.70,6.78,---,---,---,7.66,96.31,135.12,2023-05-04 18:00:00
19,19~20,14.75,96.75,8.39,41.75,0.40,0.11,98.98,13.35,2.41,---,17.00,---,82.21,1.65,0.72,0.17,53.84,51.35,53.50,2.53,3.15,6.32,---,---,---,6.94,93.76,137.03,2023-05-04 19:00:00
20,20~21,14.44,91.31,8.28,38.44,0.40,0.12,90.37,8.61,2.39,---,14.65,---,79.34,1.86,0.52,0.16,61.23,59.20,93.19,2.50,3.14,6.03,---,---,---,7.09,93.94,135.91,2023-05-04 20:00:00
21,21~22,22.31,88.13,9.20,37.06,0.41,0.12,72.71,5.81,2.38,---,14.38,---,75.37,1.62,1.26,0.17,65.23,66.94,157.78,2.35,3.18,5.62,---,---,---,7.44,91.98,131.81,2023-05-04 21:00:00
22,22~23,24.31,79.81,7.25,36.07,0.39,0.08,21.13,7.26,2.33,---,14.66,---,72.88,1.34,0.13,0.16,83.10,76.04,125.08,2.18,3.14,6.00,---,---,---,6.78,90.83,128.50,2023-05-04 22:00:00
23,23~24,20.44,71.31,5.54,33.75,0.40,0.11,13.99,5.63,2.29,---,13.28,---,71.60,1.27,0.13,0.17,99.66,87.16,171.49,1.85,3.18,6.29,---,---,---,6.31,87.76,122.28,2023-05-04 23:00:00
