sin_hour,cos_hour,sin_day,cos_day,building_T1,building_T2,building_T3,building_T4,building_T5,building_T6,building_T7,building_T8,building_T9,building_T10,building_T11,building_T12,building_T13,building_T14,building_T15,building_T16,building_T17,building_T18,building_T19,building_T20,building_T21,building_T22,building_T23,building_T24,radiation_T1,radiation_T2,radiation_T3,radiation_T4,radiation_T5,radiation_T6,radiation_T7,radiation_T8,radiation_T9,radiation_T10,radiation_T11,radiation_T12,radiation_T13,radiation_T14,radiation_T15,radiation_T16,radiation_T17,radiation_T18,radiation_T19,radiation_T20,radiation_T21,radiation_T22,radiation_T23,radiation_T24,temperature_T1,temperature_T2,temperature_T3,temperature_T4,temperature_T5,temperature_T6,temperature_T7,temperature_T8,temperature_T9,temperature_T10,temperature_T11,temperature_T12,temperature_T13,temperature_T14,temperature_T15,temperature_T16,temperature_T17,temperature_T18,temperature_T19,temperature_T20,temperature_T21,temperature_T22,temperature_T23,temperature_T24,price_T1,price_T2,price_T3,price_T4,price_T5,price_T6,price_T7,price_T8,price_T9,price_T10,price_T11,price_T12,price_T13,price_T14,price_T15,price_T16,price_T17,price_T18,price_T19,price_T20,price_T21,price_T22,price_T23,price_T24,battery_T1,battery_T2,battery_T3,battery_T4,battery_T5,battery_T6,battery_T7,battery_T8,battery_T9,battery_T10,battery_T11,battery_T12,battery_T13,battery_T14,battery_T15,battery_T16,battery_T17,battery_T18,battery_T19,battery_T20,battery_T21,battery_T22,battery_T23,battery_T24,SOC_current_V1,SOC_current_V2,SOC_current_V3,SOC_current_V4,SOC_current_V5,SOC_current_V6,SOC_current_V7,SOC_current_V8,SOC_current_V9,SOC_current_V10,SOC_current_V11,SOC_current_V12,SOC_current_V13,SOC_current_V14,SOC_current_V15,SOC_current_V16,SOC_current_V17,SOC_current_V18,SOC_current_V19,SOC_current_V20,SOC_current_V21,SOC_current_V22,SOC_current_V23,SOC_current_V24,SOC_current_V25,SOC_current_V26,SOC_current_V27,SOC_current_V28,SOC_current_V29,SOC_current_V30,SOC_current_V31,SOC_current_V32,SOC_current_V33,SOC_current_V34,SOC_current_V35,SOC_current_V36,SOC_current_V37,SOC_current_V38,SOC_current_V39,SOC_current_V40,SOC_current_V41,SOC_current_V42,SOC_current_V43,SOC_current_V44,SOC_current_V45,SOC_current_V46,SOC_current_V47,SOC_current_V48,SOC_current_V49,SOC_current_V50,SOC_current_V51,SOC_current_V52,SOC_current_V53,SOC_current_V54,SOC_current_V55,SOC_current_V56,SOC_current_V57,SOC_current_V58,SOC_current_V59,SOC_current_V60,SOC_current_V61,SOC_current_V62,SOC_current_V63,SOC_current_V64,SOC_current_V65,SOC_current_V66,SOC_current_V67,SOC_current_V68,SOC_current_V69,SOC_current_V70,SOC_current_V71,SOC_current_V72,SOC_current_V73,SOC_current_V74,SOC_current_V75,SOC_current_V76,departure_soc_V1,departure_soc_V2,departure_soc_V3,departure_soc_V4,departure_soc_V5,departure_soc_V6,departure_soc_V7,departure_soc_V8,departure_soc_V9,departure_soc_V10,departure_soc_V11,departure_soc_V12,departure_soc_V13,departure_soc_V14,departure_soc_V15,departure_soc_V16,departure_soc_V17,departure_soc_V18,departure_soc_V19,departure_soc_V20,departure_soc_V21,departure_soc_V22,departure_soc_V23,departure_soc_V24,departure_soc_V25,departure_soc_V26,departure_soc_V27,departure_soc_V28,departure_soc_V29,departure_soc_V30,departure_soc_V31,departure_soc_V32,departure_soc_V33,departure_soc_V34,departure_soc_V35,departure_soc_V36,departure_soc_V37,departure_soc_V38,departure_soc_V39,departure_soc_V40,departure_soc_V41,departure_soc_V42,departure_soc_V43,departure_soc_V44,departure_soc_V45,departure_soc_V46,departure_soc_V47,departure_soc_V48,departure_soc_V49,departure_soc_V50,departure_soc_V51,departure_soc_V52,departure_soc_V53,departure_soc_V54,departure_soc_V55,departure_soc_V56,departure_soc_V57,departure_soc_V58,departure_soc_V59,departure_soc_V60,departure_soc_V61,departure_soc_V62,departure_soc_V63,departure_soc_V64,departure_soc_V65,departure_soc_V66,departure_soc_V67,departure_soc_V68,departure_soc_V69,departure_soc_V70,departure_soc_V71,departure_soc_V72,departure_soc_V73,departure_soc_V74,departure_soc_V75,departure_soc_V76,departure_time_V1,departure_time_V2,departure_time_V3,departure_time_V4,departure_time_V5,departure_time_V6,departure_time_V7,departure_time_V8,departure_time_V9,departure_time_V10,departure_time_V11,departure_time_V12,departure_time_V13,departure_time_V14,departure_time_V15,departure_time_V16,departure_time_V17,departure_time_V18,departure_time_V19,departure_time_V20,departure_time_V21,departure_time_V22,departure_time_V23,departure_time_V24,departure_time_V25,departure_time_V26,departure_time_V27,departure_time_V28,departure_time_V29,departure_time_V30,departure_time_V31,departure_time_V32,departure_time_V33,departure_time_V34,departure_time_V35,departure_time_V36,departure_time_V37,departure_time_V38,departure_time_V39,departure_time_V40,departure_time_V41,departure_time_V42,departure_time_V43,departure_time_V44,departure_time_V45,departure_time_V46,departure_time_V47,departure_time_V48,departure_time_V49,departure_time_V50,departure_time_V51,departure_time_V52,departure_time_V53,departure_time_V54,departure_time_V55,departure_time_V56,departure_time_V57,departure_time_V58,departure_time_V59,departure_time_V60,departure_time_V61,departure_time_V62,departure_time_V63,departure_time_V64,departure_time_V65,departure_time_V66,departure_time_V67,departure_time_V68,departure_time_V69,departure_time_V70,departure_time_V71,departure_time_V72,departure_time_V73,departure_time_V74,departure_time_V75,departure_time_V76,priority_V1,priority_V2,priority_V3,priority_V4,priority_V5,priority_V6,priority_V7,priority_V8,priority_V9,priority_V10,priority_V11,priority_V12,priority_V13,priority_V14,priority_V15,priority_V16,priority_V17,priority_V18,priority_V19,priority_V20,priority_V21,priority_V22,priority_V23,priority_V24,priority_V25,priority_V26,priority_V27,priority_V28,priority_V29,priority_V30,priority_V31,priority_V32,priority_V33,priority_V34,priority_V35,priority_V36,priority_V37,priority_V38,priority_V39,priority_V40,priority_V41,priority_V42,priority_V43,priority_V44,priority_V45,priority_V46,priority_V47,priority_V48,priority_V49,priority_V50,priority_V51,priority_V52,priority_V53,priority_V54,priority_V55,priority_V56,priority_V57,priority_V58,priority_V59,priority_V60,priority_V61,priority_V62,priority_V63,priority_V64,priority_V65,priority_V66,priority_V67,priority_V68,priority_V69,priority_V70,priority_V71,priority_V72,priority_V73,priority_V74,priority_V75,priority_V76,target
0.86603,-0.5,0.97493,-0.22252,9.37,10.14,10.22,10.29,11.17,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,0.11,0.13,0.17,0.1,0.1,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,11.8,11.8,11.7,11.3,11.3,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,4.77,4.77,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,22.0,24.666666666666668,22.0,33.333333333333336,36.0,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.9,0.9,0.3513,0.3513,0.3513,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.81,0.61,0.63,0.65,0.37,0.39,0.64,0.47,0.62,0.35,0.28,0.47,0.42,0.63,0.71,0.56,0.33,0.23,0.62,0.67,0.74,0.59,0.26,0.5,0.5,0.27,0.7,0.61,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.2333,0.2333,0.2333,0.2333,0.0,0.0,0.1097,0.1097,0.1097,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0636,0.0636,0.0636,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0469,0.0315,0.0331,0.0346,0.0131,0.0146,0.0338,0.0208,0.0323,0.0115,0.0062,0.0208,0.0169,0.0331,0.0392,0.0277,0.01,0.0023,0.0323,0.0362,0.0415,0.03,0.0046,0.0231,0.0231,0.0054,0.0385,0.0315,12.507
0.70711,-0.70711,0.97493,-0.22252,10.14,10.22,10.29,11.17,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,9.04,0.13,0.17,0.1,0.1,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,11.8,11.7,11.3,11.3,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,10.7,4.77,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,4.77,24.666666666666668,22.0,33.333333333333336,36.0,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,24.0,0.9,0.4435,0.4435,0.4435,0.4435,0.2,0.2,0.2,0.2,0.2,0.9,0.8221,0.8221,0.8221,0.8221,0.8221,0.8221,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.6375,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.44,0.6,0.51,0.29,0.63,0.64,0.6,0.71,0.29,0.43,0.82,0.51,0.41,0.45,0.73,0.59,0.34,0.41,0.33,0.66,25.0,25.0,25.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.2282,0.2282,0.2282,0.2282,0.35,0.175,0.175,0.175,0.175,0.0,0.013,0.013,0.013,0.013,0.013,0.013,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0,0.0,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.0778,0.07,0.07,0.07,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0636,0.0583,0.0583,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0219,0.0185,0.0308,0.0238,0.0069,0.0331,0.0338,0.0308,0.0392,0.0069,0.0177,0.0477,0.0238,0.0162,0.0192,0.0408,0.03,0.0108,0.0162,0.01,0.0354,14.0
0.5,-0.86603,0.97493,-0.22252,10.22,10.29,11.17,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,9.04,9.17,0.17,0.1,0.1,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,0.99,11.7,11.3,11.3,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,10.7,11.4,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,22.0,33.333333333333336,36.0,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,24.0,34.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4426,0.4426,0.4426,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.2,0.2,0.375,0.375,0.375,0.375,0.2,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8724,0.8724,0.8724,0.8724,0.8724,0.8724,0.8724,0.8724,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.59,0.25,0.45,0.35,0.42,0.53,0.56,0.77,0.54,0.43,0.62,0.46,0.34,0.54,0.52,0.25,0.38,24.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1525,0.1525,0.1525,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0875,0.0875,0.0656,0.0656,0.0656,0.0656,0.0875,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0636,0.0636,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0583,0.0583,0.0583,0.03,0.0038,0.0192,0.0115,0.0169,0.0254,0.0277,0.0438,0.0262,0.0177,0.0323,0.02,0.0108,0.0262,0.0246,0.0038,0.0138,14.0
0.25882,-0.96593,0.97493,-0.22252,10.29,11.17,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,9.04,9.17,9.79,0.1,0.1,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,0.99,1.19,11.3,11.3,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,10.7,11.4,12.0,1.85,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,1.85,33.333333333333336,36.0,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,24.0,34.0,32.0,0.9,0.2,0.2,0.2,0.2,0.2845,0.2845,0.2845,0.2845,0.2845,0.2845,0.2,0.2,0.2,0.2,0.55,0.55,0.9,0.9,0.2,0.9,0.9,0.9,0.9,0.9,0.2,0.8356,0.8356,0.8356,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.7491,0.7491,0.7491,0.7491,0.7491,0.7491,0.7491,0.7491,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.9,0.2,0.9,0.2,0.2,0.9,0.2,0.9,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.56,0.62,0.4,0.82,0.54,0.44,0.82,0.24,0.58,0.64,0.31,0.63,0.58,0.43,0.33,0.61,0.71,0.48,0.53,0.47,25.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.35,0.35,0.35,0.175,0.1539,0.1539,0.1539,0.1539,0.1539,0.1539,0.1167,0.1167,0.1167,0.1167,0.0583,0.0583,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.008,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0778,0.0778,0.0778,0.0778,0.07,0.07,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0151,0.0636,0.0636,0.0636,0.0583,0.0583,0.0583,0.0277,-0.0215,-0.0385,0.0477,0.0262,-0.0354,0.0477,0.0031,0.0292,0.0338,-0.0454,0.0331,-0.0246,0.0177,0.01,-0.0223,0.0392,-0.0323,0.0254,-0.0331,14.0
0.0,-1.0,0.97493,-0.22252,11.17,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,9.04,9.17,9.79,10.11,0.1,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,0.99,1.19,2.24,11.3,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,10.7,11.4,12.0,13.3,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,1.85,1.85,36.0,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,24.0,34.0,32.0,36.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.2,0.9,0.2875,0.2875,0.2875,0.2875,0.2875,0.2875,0.2875,0.2875,0.2,0.2,0.2,0.9,0.2,0.2,0.2,0.2,0.9,0.2,0.2,0.9,0.9,0.7069,0.9,0.9,0.9,0.2,0.9,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.77,0.57,0.72,0.63,0.29,0.65,0.58,0.41,0.44,0.61,0.72,0.39,0.61,0.6,0.62,0.5,0.27,0.35,0.48,0.59,24.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.1167,0.1167,0.1167,0.1167,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0875,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0778,0.0,0.0681,0.0681,0.0681,0.0681,0.0681,0.0681,0.0681,0.0681,0.07,0.07,0.07,0.0,0.0636,0.0636,0.0438,0.0285,-0.0138,0.0331,0.0069,-0.0192,-0.0246,-0.0228,-0.0354,-0.0223,-0.0138,0.0146,-0.0223,0.0308,-0.0215,-0.0308,-0.0485,-0.0423,-0.0323,-0.0238,14.0
-0.25882,-0.96593,0.97493,-0.22252,10.47,10.47,9.89,11.07,11.65,11.43,9.78,9.36,7.78,6.92,6.98,6.74,6.76,7.37,7.12,7.61,7.19,8.75,8.69,9.04,9.17,9.79,10.11,10.24,0.1,0.09,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.3,0.99,1.19,2.24,1.49,10.9,10.5,10.2,9.8,9.8,9.6,9.6,9.5,9.2,9.1,9.0,8.6,9.0,8.9,8.7,9.0,9.2,9.6,10.0,10.7,11.4,12.0,13.3,13.3,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,29.33333333333333,28.0,24.0,29.33333333333333,28.0,16.0,18.0,25.33333333333333,25.0,24.0,32.0,36.0,40.0,38.0,38.0,42.0,40.0,32.0,22.0,24.0,34.0,32.0,36.0,35.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4535,0.4535,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.28,0.53,0.51,0.66,0.62,0.44,0.35,0.41,0.69,0.46,0.72,0.46,0.83,0.42,0.47,0.43,0.83,0.48,0.63,0.36,0.32,0.69,0.47,0.59,25.0,25.0,25.0,25.0,25.0,25.0,25.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1116,0.1116,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,-0.0477,-0.0285,-0.03,-0.0185,-0.0215,0.0185,0.0115,0.0162,-0.0162,-0.0338,-0.0138,-0.0338,0.0485,0.0169,-0.0331,-0.0362,-0.0054,-0.0323,-0.0208,-0.0415,-0.0446,-0.0162,-0.0331,-0.0238,14.0
