sin_hour,cos_hour,sin_day,cos_day,building_T1,building_T2,building_T3,building_T4,building_T5,building_T6,building_T7,building_T8,building_T9,building_T10,building_T11,building_T12,building_T13,building_T14,building_T15,building_T16,building_T17,building_T18,building_T19,building_T20,building_T21,building_T22,building_T23,building_T24,radiation_T1,radiation_T2,radiation_T3,radiation_T4,radiation_T5,radiation_T6,radiation_T7,radiation_T8,radiation_T9,radiation_T10,radiation_T11,radiation_T12,radiation_T13,radiation_T14,radiation_T15,radiation_T16,radiation_T17,radiation_T18,radiation_T19,radiation_T20,radiation_T21,radiation_T22,radiation_T23,radiation_T24,temperature_T1,temperature_T2,temperature_T3,temperature_T4,temperature_T5,temperature_T6,temperature_T7,temperature_T8,temperature_T9,temperature_T10,temperature_T11,temperature_T12,temperature_T13,temperature_T14,temperature_T15,temperature_T16,temperature_T17,temperature_T18,temperature_T19,temperature_T20,temperature_T21,temperature_T22,temperature_T23,temperature_T24,priceG2B_T1,priceG2B_T2,priceG2B_T3,priceG2B_T4,priceG2B_T5,priceG2B_T6,priceG2B_T7,priceG2B_T8,priceG2B_T9,priceG2B_T10,priceG2B_T11,priceG2B_T12,priceG2B_T13,priceG2B_T14,priceG2B_T15,priceG2B_T16,priceG2B_T17,priceG2B_T18,priceG2B_T19,priceG2B_T20,priceG2B_T21,priceG2B_T22,priceG2B_T23,priceG2B_T24,priceG2V_T1,priceG2V_T2,priceG2V_T3,priceG2V_T4,priceG2V_T5,priceG2V_T6,priceG2V_T7,priceG2V_T8,priceG2V_T9,priceG2V_T10,priceG2V_T11,priceG2V_T12,priceG2V_T13,priceG2V_T14,priceG2V_T15,priceG2V_T16,priceG2V_T17,priceG2V_T18,priceG2V_T19,priceG2V_T20,priceG2V_T21,priceG2V_T22,priceG2V_T23,priceG2V_T24,battery_T1,battery_T2,battery_T3,battery_T4,battery_T5,battery_T6,battery_T7,battery_T8,battery_T9,battery_T10,battery_T11,battery_T12,battery_T13,battery_T14,battery_T15,battery_T16,battery_T17,battery_T18,battery_T19,battery_T20,battery_T21,battery_T22,battery_T23,battery_T24,SOC_V1,SOC_V2,SOC_V3,SOC_V4,SOC_V5,SOC_V6,SOC_V7,SOC_V8,SOC_V9,SOC_V10,SOC_V11,SOC_V12,SOC_V13,SOC_V14,SOC_V15,SOC_V16,SOC_V17,SOC_V18,SOC_V19,SOC_V20,SOC_V21,SOC_V22,SOC_V23,SOC_V24,SOC_V25,SOC_V26,SOC_V27,SOC_V28,SOC_V29,SOC_V30,SOC_V31,SOC_V32,SOC_V33,SOC_V34,SOC_V35,SOC_V36,SOC_V37,SOC_V38,SOC_V39,SOC_V40,SOC_V41,SOC_V42,SOC_V43,SOC_V44,SOC_V45,SOC_V46,SOC_V47,SOC_V48,SOC_V49,SOC_V50,SOC_V51,SOC_V52,SOC_V53,SOC_V54,SOC_V55,SOC_V56,SOC_V57,SOC_V58,SOC_V59,SOC_V60,SOC_V61,SOC_V62,SOC_V63,SOC_V64,SOC_V65,SOC_V66,SOC_V67,SOC_V68,SOC_V69,SOC_V70,SOC_V71,SOC_V72,SOC_V73,SOC_V74,SOC_V75,SOC_V76,target
-1.0,-0.0,-0.97493,-0.22252,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.43,0.74,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.47,0.47,0.2,0.2,0.2,0.2,0.66,0.82,0.52,0.2,0.2,0.36,0.45,0.2,0.29,0.2,0.2,0.2,0.52,0.68,0.2,0.52,0.2,0.36,0.2,0.2,0.57,0.2,0.58,0.42,3.7
-0.96593,0.25882,-0.97493,-0.22252,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,17.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,0.0,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,24.5,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,2.0,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,26.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.43,0.74,0.2,0.5,0.2,0.2,0.63,0.2,0.2,0.6,0.69,0.2,0.47,0.47,0.2,0.2,0.36,0.2,0.66,0.82,0.52,0.36,0.2,0.36,0.45,0.2,0.29,0.5,0.2,0.2,0.52,0.68,0.2,0.52,0.2,0.36,0.2,0.68,0.57,0.2,0.58,0.42,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.41,0.2,4.2
-0.86603,0.5,-0.97493,-0.22252,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,17.15,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,0.0,0.0,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,24.5,24.3,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,26.5,27.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.43,0.74,0.68,0.5,0.2,0.2,0.63,0.59,0.33,0.6,0.69,0.2,0.47,0.47,0.63,0.34,0.36,0.2,0.66,0.82,0.52,0.36,0.69,0.36,0.45,0.2,0.29,0.5,0.47,0.74,0.52,0.68,0.32,0.52,0.2,0.36,0.2,0.68,0.57,0.2,0.58,0.42,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.41,0.29,0.2,0.65,0.39,0.81,0.38,0.52,0.84,10.9
-0.70711,0.70711,-0.97493,-0.22252,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,17.15,16.42,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,0.0,0.0,0.0,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,24.5,24.3,23.8,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,26.5,27.0,30.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.43,0.74,0.68,0.5,0.41,0.2,0.63,0.59,0.33,0.6,0.69,0.29,0.47,0.47,0.63,0.34,0.36,0.2,0.66,0.82,0.52,0.36,0.69,0.36,0.45,0.2,0.29,0.5,0.47,0.74,0.52,0.68,0.32,0.52,0.2,0.36,0.65,0.68,0.57,0.2,0.58,0.42,0.2,0.52,0.5,0.48,0.2,0.2,0.81,0.72,0.41,0.29,0.44,0.65,0.39,0.81,0.38,0.52,0.84,0.2,0.38,0.54,0.62,0.58,7.6
0.25882,-0.96593,-0.97493,-0.22252,51.6,57.31,55.41,54.03,49.59,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,3.0,2.81,2.13,0.96,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,26.8,26.9,26.6,25.2,24.4,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,1.85,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.95,1.95,1.95,8.13,8.13,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,22.0,25.4,24.714285714285715,25.5,23.0,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7353,0.7353,0.7353,0.7353,0.7353,0.7353,0.2,0.2,0.2,0.2,0.2,0.2,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,14.0
0.0,-1.0,-0.97493,-0.22252,57.31,55.41,54.03,49.59,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,2.81,2.13,0.96,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,26.9,26.6,25.2,24.4,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,1.85,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.95,1.95,8.13,8.13,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,25.4,24.714285714285715,25.5,23.0,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.0
-0.25882,-0.96593,-0.97493,-0.22252,55.41,54.03,49.59,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,2.13,0.96,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,26.6,25.2,24.4,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,1.95,8.13,8.13,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,24.714285714285715,25.5,23.0,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8485,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.0
-0.5,-0.86603,-0.97493,-0.22252,54.03,49.59,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,0.96,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,25.2,24.4,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,8.13,8.13,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,25.5,23.0,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,0.9,0.9,0.9,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.2,0.2,0.2,0.9,0.9,0.2,0.2,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.0
-0.70711,-0.70711,-0.97493,-0.22252,49.59,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,0.41,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,24.4,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,8.13,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,23.0,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.8176,0.2,0.2,0.2,0.9,0.9,0.2,0.2,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
-0.86603,-0.5,-0.97493,-0.22252,48.27,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,23.6,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,4.77,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,8.13,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,25.666666666666668,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.47,0.2,0.55,0.2,0.2,0.28,0.2,0.2,5.1
-0.96593,-0.25882,-0.97493,-0.22252,49.09,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,23.4,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,4.77,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,8.13,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,20.0,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.47,0.2,0.55,0.2,0.2,0.28,0.2,0.2,0.2,0.56,0.41,0.2,0.64,0.2,0.2,0.2,0.2,0.2,0.64,0.41,0.2,0.2,0.64,13.8
-1.0,-0.0,-0.97493,-0.22252,47.97,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,22.8,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,4.77,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,8.13,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,17.0,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7784,0.7784,0.7784,0.7784,0.7784,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.47,0.2,0.55,0.2,0.2,0.28,0.2,0.2,0.2,0.56,0.41,0.2,0.64,0.2,0.2,0.2,0.2,0.2,0.64,0.41,0.2,0.7,0.64,0.63,0.2,0.2,0.29,0.2,14.0
-0.96593,0.25882,-0.97493,-0.22252,44.09,37.99,12.91,10.27,10.09,9.86,10.34,10.26,11.43,12.04,10.56,18.57,62.75,82.88,86.15,88.47,87.79,89.7,90.79,92.06,70.22,55.65,26.45,17.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.76,1.51,1.99,2.46,2.71,2.71,2.37,2.3,1.51,0.82,0.15,0.0,0.0,22.1,21.3,20.9,20.7,20.2,19.9,19.5,19.3,19.3,19.0,19.6,21.6,23.7,25.5,27.8,29.0,29.4,30.0,29.0,28.6,27.4,26.6,25.8,24.5,4.77,4.77,4.77,4.77,1.85,1.85,1.85,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,1.85,1.85,1.85,2.0,2.0,2.0,2.0,2.0,2.0,8.13,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,22.33333333333333,3.0,13.0,23.0,25.0,27.0,28.33333333333333,29.0,30.0,33.0,31.666666666666668,28.0,26.0,29.4,27.0,19.0,15.0,21.0,21.0,31.0,33.0,26.0,29.0,26.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.47,0.2,0.55,0.2,0.2,0.28,0.2,0.2,0.2,0.56,0.41,0.2,0.64,0.2,0.59,0.2,0.2,0.2,0.64,0.41,0.2,0.7,0.64,0.63,0.2,0.2,0.29,0.48,0.2,0.2,0.2,0.2,0.6,0.2,0.57,0.2,0.2,0.2,3.9
