Crash diagnostics ON


==================================================
PART 1: Data preprocess for 2023-01-01 00:00:00 to 2024-09-30 23:00:00...
==================================================

	1.1 Preprocessing radiation data...
		[INFO] Radiation data already exists at './data/timeseries/radiation_data.csv'

	1.2 Preprocessing temperature data...
		[INFO] Temperature data already exists at './data/timeseries/temperature_data.csv'

	1.3 Preprocessing building data...
		[INFO] Building data already exists at './data/timeseries/building_data.csv'

	1.4 Preprocessing electricity cost data...
		[INFO] Electricity cost data already exists at './data/timeseries/electricitycostG2B_data.csv' and './data/timeseries/electricitycostG2V_data.csv'

	1.5 Preprocessing battery demand series data...
		[INFO] Found existing battery data at './data/battery_demand/tol25/resample_full.csv' and './data/battery_demand/tol25/resample_train.csv'

		[INFO] Number of series for clean windows = (168, 37)
		[INFO] Number of eligible series for Case 2 = (1377, 37)
		[INFO] Number of seeds ready for Case 3  = (2000, 36)

		[INFO] Case 1 exists — loaded battery demand from './data/battery_demand/tol25/case1_real_only/battery_demand.npy' with shape (168, 37).
		[INFO] Case 2 exists — loaded battery demand from './data/battery_demand/tol25/case2_nan_filled/battery_demand.npy' with shape (1545, 37).
		[INFO] Case 3 exists — loaded battery demand from './data/battery_demand/tol25/case3_extended_generated/battery_demand.npy' with shape (3545, 37).

	1.6 Generating battery schedule...
		[INFO] Case 1 exists — loaded from './data/battery_demand/tol25/case1_real_only/battery_availability.npy' and './data/battery_demand/tol25/case1_real_only/battery_details.npy' shape (168, 263, 36) and (4, 168, 263)
		[INFO] Case 2 exists — loaded from './data/battery_demand/tol25/case2_nan_filled/battery_availability.npy' and './data/battery_demand/tol25/case2_nan_filled/battery_details.npy' shape (1545, 311, 36) and (4, 1545, 311)
		[INFO] Case 3 exists — loaded from './data/battery_demand/tol25/case3_extended_generated/battery_availability.npy' and './data/battery_demand/tol25/case3_extended_generated/battery_details.npy' shape (3545, 422, 36) and (4, 3545, 422)


==================================================
PART 2: MILP Optimization...
==================================================

	2.1 Optimizing Case 1...
		[INFO] Loaded 168 samples from './data/battery_demand/tol25/case1_real_only'
		[INFO] Results already exist at './data/optimization_results/tol25/case1_real_only/optimization/V2B.npy'. Skipping optimization run.
		[INFO] Results already exist at './data/optimization_results/tol25/case1_real_only/immediate_charging/V2B.npy'. Skipping immediate_charging run.
		[INFO] Case 1 completed.

	2.2 Optimizing Case 2...
		[INFO] Loaded 1545 samples from './data/battery_demand/tol25/case2_nan_filled'
		[INFO] Results already exist at './data/optimization_results/tol25/case2_nan_filled/optimization/V2B.npy'. Skipping optimization run.
		[INFO] Results already exist at './data/optimization_results/tol25/case2_nan_filled/immediate_charging/V2B.npy'. Skipping immediate_charging run.
		[INFO] Case 2 completed.

	2.3 Optimizing Case 3...
		[INFO] Loaded 3545 samples from './data/battery_demand/tol25/case3_extended_generated'
		[INFO] Results already exist at './data/optimization_results/tol25/case3_extended_generated/optimization/V2B.npy'. Skipping optimization run.
		[INFO] Results already exist at './data/optimization_results/tol25/case3_extended_generated/immediate_charging/V2B.npy'. Skipping immediate_charging run.
		[INFO] Case 3 completed.


==================================================
PART 3: Supervised Learning...
==================================================

	3.1 Training Case 1...
		=== Training Log Started: 2025-11-27 22:25:45.702312 ===
		Run Name: STAFV2_25_CASE1
		Device: cuda
		Epochs: 50000, Batch Size: 64, LR: 0.0001
		============================================================
🔢 Unique quantized indices: 6686
✅ Suggested num_embeddings: 8023
✅ Processed 168 valid samples.
✅ Saved merged dataset: ./data/training_results/merged_windowed_dataset_STAFV2_25_CASE1.csv  (shape: (168, 429))
✅ Saved feature metadata: ./data/training_results/feature_info_STAFV2_25_CASE1.json
✅ Dataset split: 134 train, 34 val
✅ Scalers fitted and saved.

		✅ Model initialized with 785956 params.
		============================================================
		--------------------------------------------------------------------------------------------
		  Epoch    |     LR     |  Train RMSE  |   Val RMSE   |  Train R²  |   Val R²   |  Patience 
		--------------------------------------------------------------------------------------------
		    1/50000 | 0.000100   |    9.74319   |    9.44948   |     -1.136 |     -1.114 |    0/80   
		    2/50000 | 0.000100   |    9.11419   |    9.34405   |     -1.057 |     -1.067 |    0/80   
		    3/50000 | 0.000100   |    9.43029   |    9.22447   |     -0.982 |     -1.014 |    0/80   
		    4/50000 | 0.000100   |    9.09849   |    9.08289   |     -0.912 |     -0.953 |    0/80   
		    5/50000 | 0.000100   |    8.54557   |    8.94177   |     -0.821 |     -0.893 |    0/80   
		    6/50000 | 0.000100   |    7.66870   |    8.78045   |     -0.789 |     -0.825 |    0/80   
		    7/50000 | 0.000100   |    7.78687   |    8.63754   |     -0.690 |     -0.766 |    0/80   
		    8/50000 | 0.000100   |    8.10417   |    8.49109   |     -0.659 |     -0.707 |    0/80   
		    9/50000 | 0.000100   |    8.80571   |    8.36526   |     -0.585 |     -0.656 |    0/80   
		   10/50000 | 0.000100   |    7.60959   |    8.20197   |     -0.519 |     -0.592 |    0/80   
		   11/50000 | 0.000100   |    7.88230   |    8.07057   |     -0.476 |     -0.542 |    0/80   
		   12/50000 | 0.000100   |    7.28490   |    7.91794   |     -0.401 |     -0.484 |    0/80   
		   13/50000 | 0.000100   |    7.43058   |    7.76635   |     -0.335 |     -0.428 |    0/80   
		   14/50000 | 0.000100   |    7.74675   |    7.67076   |     -0.296 |     -0.393 |    0/80   
		   15/50000 | 0.000100   |    7.30378   |    7.51864   |     -0.237 |     -0.338 |    0/80   
		   16/50000 | 0.000100   |    6.45127   |    7.38702   |     -0.189 |     -0.292 |    0/80   
		   17/50000 | 0.000100   |    6.86312   |    7.29968   |     -0.144 |     -0.261 |    0/80   
		   18/50000 | 0.000100   |    6.25737   |    7.16384   |     -0.039 |     -0.215 |    0/80   
		   19/50000 | 0.000100   |    7.02142   |    7.04882   |     -0.039 |     -0.176 |    0/80   
		   20/50000 | 0.000100   |    6.55018   |    6.90682   |      0.006 |     -0.129 |    0/80   
		   21/50000 | 0.000100   |    6.94260   |    6.75934   |      0.054 |     -0.081 |    0/80   
		   22/50000 | 0.000100   |    5.91783   |    6.61547   |      0.140 |     -0.036 |    0/80   
		   23/50000 | 0.000100   |    5.83264   |    6.39944   |      0.143 |      0.031 |    0/80   
		   24/50000 | 0.000100   |    5.70784   |    6.29649   |      0.206 |      0.062 |    0/80   
		   25/50000 | 0.000100   |    5.74166   |    6.21091   |      0.209 |      0.087 |    0/80   
		   26/50000 | 0.000100   |    5.46274   |    6.10665   |      0.292 |      0.117 |    0/80   
		   27/50000 | 0.000100   |    5.28917   |    5.88718   |      0.294 |      0.180 |    0/80   
		   28/50000 | 0.000100   |    4.73465   |    5.74191   |      0.356 |      0.220 |    0/80   
		   29/50000 | 0.000100   |    5.13040   |    5.69196   |      0.389 |      0.233 |    0/80   
		   30/50000 | 0.000100   |    5.15646   |    5.66153   |      0.409 |      0.241 |    0/80   
		   31/50000 | 0.000100   |    4.57753   |    5.54834   |      0.411 |      0.271 |    0/80   
		   32/50000 | 0.000100   |    4.88334   |    5.49728   |      0.435 |      0.285 |    0/80   
		   33/50000 | 0.000100   |    4.25428   |    5.41737   |      0.483 |      0.305 |    0/80   
		   34/50000 | 0.000100   |    4.47754   |    5.33424   |      0.509 |      0.326 |    0/80   
		   35/50000 | 0.000100   |    4.60367   |    5.30180   |      0.531 |      0.335 |    0/80   
		   36/50000 | 0.000100   |    4.40731   |    5.13806   |      0.528 |      0.375 |    0/80   
		   37/50000 | 0.000100   |    4.39550   |    5.07687   |      0.538 |      0.390 |    0/80   
		   38/50000 | 0.000100   |    4.96728   |    5.06634   |      0.554 |      0.392 |    0/80   
		   39/50000 | 0.000100   |    4.24759   |    5.03196   |      0.607 |      0.401 |    0/80   
		   40/50000 | 0.000100   |    4.79555   |    4.96849   |      0.581 |      0.416 |    0/80   
		   41/50000 | 0.000100   |    4.56398   |    4.84139   |      0.575 |      0.445 |    0/80   
		   42/50000 | 0.000100   |    4.54363   |    4.83989   |      0.616 |      0.446 |    0/80   
		   43/50000 | 0.000100   |    4.04809   |    4.82827   |      0.624 |      0.448 |    0/80   
		   44/50000 | 0.000100   |    3.62279   |    4.81750   |      0.640 |      0.451 |    0/80   
		   45/50000 | 0.000100   |    3.48205   |    4.76311   |      0.674 |      0.463 |    0/80   
		   46/50000 | 0.000100   |    3.69876   |    4.70654   |      0.663 |      0.476 |    0/80   
		   47/50000 | 0.000100   |    4.31490   |    4.61108   |      0.629 |      0.497 |    0/80   
		   48/50000 | 0.000100   |    3.31910   |    4.60879   |      0.681 |      0.497 |    0/80   
		   49/50000 | 0.000100   |    4.16933   |    4.57703   |      0.682 |      0.504 |    0/80   
		   50/50000 | 0.000100   |    3.56245   |    4.56245   |      0.694 |      0.507 |    0/80   
		   51/50000 | 0.000100   |    3.77908   |    4.55113   |      0.689 |      0.510 |    0/80   
		   52/50000 | 0.000100   |    3.61506   |    4.54689   |      0.703 |      0.511 |    0/80   
		   53/50000 | 0.000100   |    4.02429   |    4.57785   |      0.697 |      0.504 |    0/80   
		   54/50000 | 0.000100   |    4.32975   |    4.56404   |      0.703 |      0.507 |    1/80   
		   55/50000 | 0.000100   |    3.72553   |    4.60286   |      0.699 |      0.499 |    2/80   
		   56/50000 | 0.000100   |    3.92710   |    4.58757   |      0.717 |      0.502 |    3/80   
		   57/50000 | 0.000100   |    2.96710   |    4.56891   |      0.732 |      0.506 |    4/80   
		   58/50000 | 0.000100   |    3.60698   |    4.59761   |      0.720 |      0.500 |    5/80   
		   59/50000 | 0.000100   |    3.06529   |    4.57451   |      0.756 |      0.505 |    6/80   
		   60/50000 | 0.000100   |    3.69904   |    4.61131   |      0.723 |      0.497 |    7/80   
		   61/50000 | 0.000100   |    3.30727   |    4.61637   |      0.752 |      0.496 |    8/80   
		   62/50000 | 0.000100   |    3.72822   |    4.66181   |      0.749 |      0.486 |    9/80   
		   63/50000 | 0.000100   |    3.77330   |    4.59250   |      0.746 |      0.501 |   10/80   
		   64/50000 | 0.000100   |    3.63600   |    4.59875   |      0.758 |      0.499 |   11/80   
		   65/50000 | 0.000100   |    3.50615   |    4.62491   |      0.744 |      0.494 |   12/80   
		   66/50000 | 0.000100   |    3.32124   |    4.61101   |      0.757 |      0.497 |   13/80   
		   67/50000 | 0.000100   |    3.73369   |    4.61649   |      0.778 |      0.496 |   14/80   
		   68/50000 | 0.000100   |    3.20225   |    4.61032   |      0.766 |      0.497 |   15/80   
		   69/50000 | 0.000100   |    3.59052   |    4.61030   |      0.776 |      0.497 |   16/80   
		   70/50000 | 0.000100   |    2.68538   |    4.60445   |      0.789 |      0.498 |   17/80   
		   71/50000 | 0.000100   |    2.73149   |    4.59335   |      0.785 |      0.501 |   18/80   
		   72/50000 | 0.000100   |    3.59025   |    4.58668   |      0.756 |      0.502 |   19/80   
		   73/50000 | 0.000080   |    3.56177   |    4.60668   |      0.813 |      0.498 |   20/80   
		   74/50000 | 0.000080   |    2.99017   |    4.58371   |      0.793 |      0.503 |   21/80   
		   75/50000 | 0.000080   |    3.17316   |    4.61098   |      0.800 |      0.497 |   22/80   
		   76/50000 | 0.000080   |    4.03383   |    4.67261   |      0.760 |      0.483 |   23/80   
		   77/50000 | 0.000080   |    2.83572   |    4.63112   |      0.811 |      0.492 |   24/80   
		   78/50000 | 0.000080   |    2.89732   |    4.63177   |      0.818 |      0.492 |   25/80   
		   79/50000 | 0.000080   |    3.29463   |    4.61606   |      0.815 |      0.496 |   26/80   
		   80/50000 | 0.000080   |    2.99765   |    4.62508   |      0.817 |      0.494 |   27/80   
		   81/50000 | 0.000080   |    2.77404   |    4.65336   |      0.829 |      0.487 |   28/80   
		   82/50000 | 0.000080   |    2.76463   |    4.66869   |      0.827 |      0.484 |   29/80   
		   83/50000 | 0.000080   |    3.51257   |    4.65216   |      0.828 |      0.488 |   30/80   
		   84/50000 | 0.000080   |    2.50941   |    4.63489   |      0.841 |      0.492 |   31/80   
		   85/50000 | 0.000080   |    3.60751   |    4.67217   |      0.823 |      0.483 |   32/80   
		   86/50000 | 0.000080   |    2.58980   |    4.67246   |      0.810 |      0.483 |   33/80   
		   87/50000 | 0.000080   |    2.44188   |    4.67442   |      0.839 |      0.483 |   34/80   
		   88/50000 | 0.000080   |    2.89103   |    4.67639   |      0.846 |      0.482 |   35/80   
		   89/50000 | 0.000080   |    2.40376   |    4.65886   |      0.845 |      0.486 |   36/80   
		   90/50000 | 0.000080   |    3.26693   |    4.71460   |      0.842 |      0.474 |   37/80   
		   91/50000 | 0.000080   |    2.52715   |    4.67463   |      0.863 |      0.483 |   38/80   
		   92/50000 | 0.000080   |    2.50600   |    4.68555   |      0.859 |      0.480 |   39/80   
		   93/50000 | 0.000080   |    2.55176   |    4.69696   |      0.866 |      0.478 |   40/80   
		   94/50000 | 0.000064   |    2.37361   |    4.71028   |      0.865 |      0.475 |   41/80   
		   95/50000 | 0.000064   |    2.65872   |    4.63962   |      0.859 |      0.490 |   42/80   
		   96/50000 | 0.000064   |    3.02828   |    4.67396   |      0.864 |      0.483 |   43/80   
