time,batt_num
2024-04-24 17:46:00,23
2024-04-24 17:53:58,23
2024-04-24 18:16:14,17
2024-04-24 18:40:50,17
2024-04-24 19:00:00,15
2024-04-24 19:10:01,15
2024-04-24 19:37:25,13
2024-04-24 19:45:09,13
2024-04-24 19:54:51,15
2024-04-24 20:01:46,19
2024-04-24 20:31:00,19
2024-04-24 20:47:50,17
2024-04-24 20:59:52,19
2024-04-24 21:14:50,21
2024-04-24 21:50:52,25
2024-04-24 22:14:03,23
2024-04-24 22:24:05,23
2024-04-24 22:54:06,23
2024-04-24 23:25:54,23
2024-04-24 23:47:22,21
2024-04-25 00:07:10,17
2024-04-25 00:50:12,19
2024-04-25 01:02:20,19
2024-04-25 01:12:21,19
2024-04-25 01:27:56,21
2024-04-25 01:58:02,21
2024-04-25 02:36:50,23
2024-04-25 02:48:09,23
2024-04-25 02:58:11,23
2024-04-25 03:18:01,25
2024-04-25 04:01:47,25
2024-04-25 04:16:13,25
2024-04-25 04:21:16,23
2024-04-25 04:41:46,23
2024-04-25 04:50:00,25
2024-04-25 05:01:18,23
2024-04-25 05:10:00,25
2024-04-25 05:20:01,25
2024-04-25 05:40:05,25
2024-04-25 05:50:07,25
2024-04-25 06:21:41,23
2024-04-25 06:34:01,25
2024-04-25 06:41:36,25
2024-04-25 07:05:43,23
2024-04-25 07:28:15,21
2024-04-25 07:31:27,19
2024-04-25 07:46:27,15
2024-04-25 08:30:16,13
2024-04-25 08:33:07,15
2024-04-25 08:37:00,13
2024-04-25 08:49:59,17
2024-04-25 08:53:05,19
2024-04-25 09:16:02,13
2024-04-25 09:20:16,11
2024-04-25 09:21:47,11
2024-04-25 09:31:46,11
2024-04-25 09:42:15,11
2024-04-25 09:59:16,11
2024-04-25 10:24:44,15
2024-04-25 10:34:08,17
2024-04-25 11:34:56,23
2024-04-25 11:44:58,23
2024-04-25 12:25:06,17
2024-04-25 12:57:00,15
2024-04-25 13:26:59,19
2024-04-25 13:46:09,23
2024-04-25 13:54:08,23
2024-04-25 13:58:32,21
2024-04-25 14:16:59,17
2024-04-25 14:47:19,11
2024-04-25 15:18:54,11
2024-04-25 15:40:48,19
2024-04-25 17:00:30,23
2024-04-25 17:41:49,29
2024-04-25 17:48:33,25
2024-04-25 18:09:50,27
2024-04-25 18:36:30,19
2024-04-25 18:46:07,19
2024-04-25 19:02:50,21
2024-04-25 19:33:31,19
2024-04-25 19:48:31,19
2024-04-25 20:27:40,23
2024-04-25 21:02:17,25
2024-04-25 21:27:32,27
2024-04-25 21:36:08,27
2024-04-25 22:14:52,29
2024-04-25 22:27:33,31
2024-04-25 22:36:09,31
2024-04-25 22:56:08,31
2024-04-25 23:16:09,31
2024-04-26 00:06:09,29
2024-04-26 00:16:08,29
2024-04-26 01:06:10,29
2024-04-26 01:26:08,29
2024-04-26 01:56:09,29
2024-04-26 02:06:09,29
2024-04-26 02:16:08,29
2024-04-26 02:56:09,29
2024-04-26 03:16:08,29
2024-04-26 03:46:08,29
2024-04-26 04:06:08,29
2024-04-26 04:26:08,29
2024-04-26 05:26:08,29
2024-04-26 05:36:08,29
2024-04-26 05:56:08,29
2024-04-26 06:31:20,27
2024-04-26 06:36:28,27
2024-04-26 06:54:45,27
2024-04-26 07:35:06,25
2024-04-26 07:45:29,23
2024-04-26 07:47:50,23
2024-04-26 09:57:03,17
2024-04-26 10:49:42,21
2024-04-26 12:12:05,21
2024-04-26 12:28:48,21
2024-04-26 12:36:46,23
2024-04-26 12:39:36,23
2024-04-26 12:49:57,23
2024-04-26 12:59:58,23
2024-04-26 13:35:55,25
2024-04-26 13:46:10,27
2024-04-26 13:59:58,27
2024-04-26 14:09:59,27
2024-04-26 14:29:59,27
2024-04-26 14:39:59,27
2024-04-26 15:00:05,23
2024-04-26 15:50:14,25
2024-04-26 16:03:08,27
2024-04-26 16:09:09,27
2024-04-26 16:54:37,21
2024-04-26 17:08:35,17
2024-04-26 17:40:21,11
2024-04-26 17:50:22,11
2024-04-26 18:03:51,15
2024-04-26 18:09:10,17
2024-04-26 18:17:58,17
2024-04-26 18:28:10,19
2024-04-26 18:59:53,27
2024-04-26 19:31:00,29
2024-04-26 19:46:48,29
2024-04-26 20:16:26,29
2024-04-26 20:28:53,29
2024-04-26 20:38:06,27
2024-04-26 21:14:58,25
2024-04-26 21:50:57,21
2024-04-26 22:31:17,23
2024-04-26 22:36:56,23
2024-04-26 23:18:56,27
2024-04-26 23:35:54,27
2024-04-26 23:44:56,27
2024-04-27 00:06:57,29
2024-04-27 00:15:50,27
2024-04-27 00:26:27,27
2024-04-27 00:49:20,29
2024-04-27 01:38:20,23
2024-04-27 01:59:20,25
2024-04-27 02:16:25,25
2024-04-27 02:46:25,25
2024-04-27 02:56:25,25
2024-04-27 03:06:25,25
2024-04-27 03:09:01,25
2024-04-27 03:24:21,27
2024-04-27 03:37:03,27
2024-04-27 03:59:20,27
2024-04-27 04:14:02,27
2024-04-27 04:23:02,27
2024-04-27 04:56:26,29
2024-04-27 05:16:26,31
2024-04-27 05:41:00,31
2024-04-27 05:46:26,31
2024-04-27 06:02:01,31
2024-04-27 06:09:39,29
2024-04-27 06:26:26,29
2024-04-27 06:56:26,27
2024-04-27 07:04:03,27
2024-04-27 07:16:26,27
2024-04-27 07:26:26,27
2024-04-27 07:49:45,25
2024-04-27 08:05:04,23
2024-04-27 08:40:32,21
2024-04-27 08:54:23,25
2024-04-27 08:59:04,23
2024-04-27 09:06:26,23
2024-04-27 09:17:46,21
2024-04-27 09:25:40,23
2024-04-27 09:36:26,23
2024-04-27 09:45:51,25
2024-04-27 09:46:26,25
2024-04-27 10:10:10,27
2024-04-27 10:16:26,27
2024-04-27 10:26:26,27
2024-04-27 10:42:58,25
2024-04-27 10:54:06,25
2024-04-27 10:56:26,25
2024-04-27 11:07:15,25
2024-04-27 11:24:53,27
2024-04-27 11:34:06,25
2024-04-27 11:45:25,25
2024-04-27 11:46:26,25
2024-04-27 13:08:29,19
2024-04-27 13:33:02,17
2024-04-27 13:43:10,15
2024-04-27 14:20:33,23
2024-04-27 14:37:10,23
2024-04-27 14:41:09,23
2024-04-27 14:52:28,25
2024-04-27 15:06:40,27
2024-04-27 15:42:28,27
2024-04-27 15:54:11,25
2024-04-27 15:56:40,25
2024-04-27 16:06:41,25
2024-04-27 16:16:40,25
2024-04-27 17:19:03,23
2024-04-27 17:51:05,27
2024-04-27 18:06:41,27
2024-04-27 18:28:59,27
2024-04-27 18:36:41,27
2024-04-27 18:56:31,29
2024-04-27 19:06:40,29
2024-04-27 19:16:40,29
2024-04-27 19:30:32,27
2024-04-27 19:56:42,27
2024-04-27 20:03:27,27
2024-04-27 20:06:41,27
2024-04-27 20:28:42,25
2024-04-27 20:48:15,29
2024-04-27 21:35:25,29
2024-04-27 21:54:51,29
2024-04-27 22:04:56,29
2024-04-27 22:10:25,27
2024-04-27 22:48:18,27
2024-04-27 23:03:23,27
2024-04-27 23:16:40,27
2024-04-27 23:23:35,29
2024-04-27 23:26:40,29
2024-04-27 23:36:40,29
2024-04-28 00:16:41,29
2024-04-28 00:52:38,31
2024-04-28 01:26:04,29
2024-04-28 01:36:41,29
2024-04-28 01:56:41,29
2024-04-28 02:06:41,29
2024-04-28 02:16:42,29
2024-04-28 02:56:41,29
2024-04-28 03:06:41,29
2024-04-28 03:26:41,29
2024-04-28 03:48:40,31
2024-04-28 03:56:41,31
2024-04-28 04:06:41,31
2024-04-28 04:16:41,31
2024-04-28 04:56:41,31
2024-04-28 05:36:41,31
2024-04-28 05:46:41,31
2024-04-28 05:56:41,31
2024-04-28 06:16:41,31
2024-04-28 06:46:41,31
2024-04-28 07:36:41,29
2024-04-28 07:48:43,31
2024-04-28 08:06:41,31
2024-04-28 08:14:46,31
2024-04-28 08:25:09,29
2024-04-28 08:31:15,29
2024-04-28 08:58:03,27
2024-04-28 09:16:49,27
2024-04-28 09:26:41,27
2024-04-28 09:54:40,25
2024-04-28 10:05:43,23
2024-04-28 10:06:41,23
2024-04-28 10:41:07,21
2024-04-28 10:46:43,21
2024-04-28 10:54:56,21
2024-04-28 10:57:32,19
2024-04-28 11:01:44,21
2024-04-28 11:09:52,21
2024-04-28 11:17:40,21
2024-04-28 11:29:51,19
2024-04-28 11:51:37,21
2024-04-28 12:02:42,23
2024-04-28 12:35:48,23
2024-04-28 13:05:46,23
2024-04-28 13:08:37,21
2024-04-28 13:33:34,19
2024-04-28 13:38:45,19
2024-04-28 14:03:05,19
2024-04-28 14:16:23,21
2024-04-28 14:26:22,21
2024-04-28 14:40:04,21
2024-04-28 14:46:22,19
2024-04-28 14:56:23,19
2024-04-28 15:06:54,21
2024-04-28 15:35:55,25
2024-04-28 15:46:22,25
2024-04-28 16:05:50,25
2024-04-28 16:26:23,25
2024-04-28 16:56:35,25
2024-04-28 17:06:34,25
2024-04-28 17:16:35,25
2024-04-28 17:21:55,27
2024-04-28 17:45:47,25
2024-04-28 17:52:49,25
2024-04-28 17:57:19,23
2024-04-28 18:05:37,23
2024-04-28 18:18:32,23
2024-04-28 18:46:34,25
2024-04-28 19:00:51,27
2024-04-28 19:39:54,27
2024-04-28 19:59:44,27
2024-04-28 20:06:34,27
2024-04-28 20:25:57,27
2024-04-28 20:47:33,29
2024-04-28 21:45:05,21
2024-04-28 21:50:24,23
2024-04-28 22:00:26,23
2024-04-28 22:13:49,23
2024-04-28 22:31:50,23
2024-04-28 22:47:08,25
2024-04-28 23:20:01,27
2024-04-28 23:48:48,27
2024-04-29 00:07:49,27
2024-04-29 00:26:34,29
2024-04-29 00:36:43,29
2024-04-29 00:56:34,29
